Stride;Time (mm:ss);Duration;Strike power;Gait;Speed;Max. height;Length;Hand;Lateral balance;Longitudinal balance;Energy;BPM
1294;685.7;530 ms;2.9 G;canter;548 m/min;15 cm;4.84 m;S;3.1 º (R);1 º (B);2122.6;
1295;686.25;550 ms;2.6 G;canter;542 m/min;17 cm;4.97 m;S;5 º (R);0.6 º (B);2265.28;
1296;686.75;500 ms;2.8 G;canter;487 m/min;14 cm;4.05 m;S;3.7 º (R);1.4 º (B);2116.66;
1297;687.29;540 ms;3.7 G;canter;479 m/min;17 cm;4.31 m;S;0.6 º (R);0.9 º (B);2248.92;
1298;687.84;550 ms;3.2 G;canter;461 m/min;18 cm;4.22 m;S;1.6 º (R);0.5 º (B);2141.4;
1299;688.39;550 ms;2.7 G;canter;435 m/min;20 cm;3.99 m;S;1.3 º (R);-3.2 º (F);1573.28;
1300;688.92;530 ms;3.1 G;canter;421 m/min;16 cm;3.72 m;S;1.7 º (R);-1.6 º (F);1928.92;
1301;689.46;540 ms;3.1 G;canter;416 m/min;18 cm;3.75 m;S;2.1 º (R);-1.2 º (F);1571.44;
1302;689.99;530 ms;2.2 G;canter;394 m/min;17 cm;3.48 m;S;2.5 º (R);-1.2 º (F);1524.04;
1303;690.51;520 ms;2.1 G;canter;368 m/min;15 cm;3.19 m;S;3.2 º (R);0.4 º (B);1342.66;
1304;690.95;440 ms;3 G;canter;381 m/min;7 cm;2.79 m;R;4.8 º (R);-1 º (F);784.3;
1305;691.39;440 ms;2.4 G;canter;393 m/min;6 cm;2.88 m;R;5.8 º (R);-1.3 º (F);1286.76;
1306;692.75;300 ms;2.5 G;canter;310 m/min;3 cm;1.55 m;R;5 º (R);-1.2 º (F);714.2;
1307;693.24;490 ms;1.4 G;canter;262 m/min;6 cm;2.14 m;S;1.2 º (R);4.2 º (B);603.6;
1308;693.72;480 ms;1.6 G;canter;308 m/min;6 cm;2.46 m;S;3.7 º (R);4.1 º (B);914.35;
1309;694.17;450 ms;3.5 G;canter;386 m/min;7 cm;2.9 m;R;11.6 º (R);0.3 º (B);1459.16;
1310;695.14;40 ms;1.2 G;canter;443 m/min;1 cm;0.3 m;R;5.2 º (R);-10.4 º (F);107.72;
1311;695.83;690 ms;3.3 G;canter;377 m/min;16 cm;4.34 m;R;8.6 º (R);-0.1 º (F);2269.33;
1312;696.38;550 ms;1.9 G;canter;363 m/min;3 cm;3.33 m;R;7.1 º (R);10.2 º (B);2102.09;
1313;696.72;340 ms;2 G;canter;379 m/min;4 cm;2.15 m;S;-1.3 º (L);9.6 º (B);815.93;
1314;697.98;80 ms;2.5 G;canter;410 m/min;2 cm;0.55 m;R;11.9 º (R);-27.7 º (F);696.38;
1315;698.4;420 ms;2.1 G;canter;344 m/min;2 cm;2.41 m;S;3.3 º (R);-3.7 º (F);1000.88;
1316;698.82;420 ms;1 G;canter;330 m/min;6 cm;2.31 m;L;-2.5 º (L);-5.2 º (F);287.66;
1317;699.27;450 ms;1.8 G;canter;388 m/min;6 cm;2.91 m;S;1.7 º (R);-10.6 º (F);833.92;
1318;699.78;510 ms;3 G;canter;456 m/min;9 cm;3.88 m;S;4.5 º (R);-13.5 º (F);1341.12;
1319;700.2;420 ms;2.6 G;canter;533 m/min;10 cm;3.73 m;S;6.8 º (R);-11.5 º (F);1172.79;
1320;700.72;520 ms;4.6 G;canter;568 m/min;11 cm;4.92 m;S;7.5 º (R);-3.2 º (F);2902.97;
1321;701.17;450 ms;4.6 G;canter;629 m/min;9 cm;4.71 m;R;7.1 º (R);-5.4 º (F);2570.54;
1322;701.63;460 ms;4.8 G;canter;598 m/min;12 cm;4.58 m;S;1.6 º (R);-2 º (F);3472.95;
1323;702.3;670 ms;3.8 G;canter;551 m/min;18 cm;6.16 m;L;-10.1 º (L);3.9 º (B);2500.2;
1324;702.83;530 ms;2.8 G;canter;570 m/min;10 cm;5.04 m;S;4.2 º (R);-5.9 º (F);1757.55;
1325;703.22;390 ms;2.3 G;canter;546 m/min;5 cm;3.55 m;S;3.6 º (R);-7.6 º (F);1280.25;
1326;703.62;400 ms;2.9 G;canter;569 m/min;10 cm;3.8 m;L;-2.2 º (L);-7.8 º (F);3217.25;
1327;704.3;680 ms;2.7 G;canter;572 m/min;15 cm;6.49 m;S;3.6 º (R);-0.4 º (F);2768.16;
1328;704.71;410 ms;2.1 G;canter;615 m/min;7 cm;4.2 m;R;8 º (R);-4.1 º (F);888.41;
1329;705.2;490 ms;3.9 G;canter;632 m/min;10 cm;5.16 m;R;6.9 º (R);-10.1 º (F);2607.67;
1330;705.64;440 ms;2.7 G;canter;639 m/min;7 cm;4.69 m;S;2.6 º (R);-7.3 º (F);1558.64;
1331;706.16;520 ms;5 G;canter;654 m/min;6 cm;5.67 m;S;3 º (R);-1.7 º (F);4133.9;
1332;706.63;470 ms;2.8 G;canter;633 m/min;6 cm;4.96 m;S;6 º (R);3 º (B);2578.35;
1333;707.13;500 ms;2.9 G;canter;573 m/min;6 cm;4.77 m;S;2.5 º (R);2 º (B);2058.19;
1334;707.74;610 ms;2.3 G;canter;547 m/min;13 cm;5.56 m;S;1.1 º (R);-1.1 º (F);2009.97;
1335;708.22;480 ms;2.1 G;canter;568 m/min;7 cm;4.54 m;R;5.3 º (R);-6.7 º (F);1797.56;
1336;708.69;470 ms;2.7 G;canter;570 m/min;8 cm;4.46 m;R;7.3 º (R);-10.4 º (F);1584.46;
1337;709.25;560 ms;3.2 G;canter;543 m/min;11 cm;5.06 m;S;4.2 º (R);-7.8 º (F);2572.92;
1338;709.83;580 ms;3.9 G;canter;529 m/min;13 cm;5.11 m;S;3.8 º (R);-7 º (F);3040.27;
1339;710.28;450 ms;2.3 G;canter;523 m/min;9 cm;3.92 m;S;6.9 º (R);-6.4 º (F);1476.74;
1340;710.74;460 ms;4 G;canter;526 m/min;8 cm;4.03 m;S;4.4 º (R);-1.3 º (F);2771.95;
1341;711.19;450 ms;3.3 G;canter;541 m/min;7 cm;4.06 m;S;0.5 º (R);1.4 º (B);3351.23;
1342;711.87;680 ms;4.2 G;canter;563 m/min;15 cm;6.39 m;S;4.2 º (R);1.3 º (B);4341.3;
1343;712.33;460 ms;1.6 G;canter;598 m/min;6 cm;4.59 m;S;4.7 º (R);-5.7 º (F);954.03;
1344;712.68;350 ms;2.7 G;canter;609 m/min;4 cm;3.55 m;R;4.2 º (R);-9.4 º (F);1532.58;
1345;713.2;520 ms;5.3 G;canter;620 m/min;10 cm;5.37 m;S;-0.8 º (L);-8.1 º (F);3284.23;
1346;713.65;450 ms;3.1 G;canter;646 m/min;7 cm;4.84 m;S;-0.1 º (L);-5.6 º (F);2736.75;
1347;714.1;450 ms;5.6 G;canter;639 m/min;5 cm;4.79 m;S;2.3 º (R);1 º (B);3855.84;
1348;714.7;600 ms;3.1 G;canter;610 m/min;11 cm;6.1 m;S;8.5 º (R);4.1 º (B);4089.81;
1349;715.22;520 ms;2.6 G;canter;605 m/min;8 cm;5.24 m;R;13 º (R);5 º (B);2043.71;
1350;715.72;500 ms;3.7 G;canter;605 m/min;8 cm;5.04 m;R;15.4 º (R);-2.6 º (F);1801.6;
1351;716.1;380 ms;2.6 G;canter;601 m/min;4 cm;3.81 m;R;9.4 º (R);-5.7 º (F);1257.8;
1352;716.76;660 ms;3.7 G;canter;599 m/min;14 cm;6.59 m;R;5.5 º (R);-6.6 º (F);3230.92;
1353;717.14;380 ms;3 G;canter;644 m/min;5 cm;4.08 m;S;0.6 º (R);-11.7 º (F);1422.35;
1354;717.64;500 ms;5.3 G;canter;659 m/min;9 cm;5.5 m;R;3.7 º (R);-6.2 º (F);2958.01;
1355;718.17;530 ms;4 G;canter;715 m/min;12 cm;6.31 m;R;5.1 º (R);-2.8 º (F);3897.83;
1356;718.66;490 ms;5.4 G;canter;706 m/min;10 cm;5.76 m;R;6.3 º (R);-0.5 º (F);3962.21;
1357;719.15;490 ms;5.3 G;canter;690 m/min;11 cm;5.63 m;R;4.9 º (R);1.1 º (B);4003.3;
1358;719.65;500 ms;4.6 G;canter;660 m/min;13 cm;5.5 m;R;4.4 º (R);-1.5 º (F);3776.37;
1359;720.19;540 ms;3.8 G;canter;645 m/min;15 cm;5.81 m;S;1.4 º (R);0.7 º (B);3069.38;
1360;720.68;490 ms;3.1 G;canter;660 m/min;14 cm;5.39 m;L;-7.7 º (L);-6.2 º (F);2860.37;
1361;721.2;520 ms;5.5 G;canter;556 m/min;13 cm;4.82 m;L;-10.9 º (L);-1.3 º (F);3108.79;
1362;721.77;570 ms;3.6 G;canter;566 m/min;13 cm;5.38 m;S;-0.7 º (L);-3.8 º (F);2753.74;
1363;722.21;440 ms;2.4 G;canter;567 m/min;7 cm;4.16 m;S;3 º (R);-4.4 º (F);1633.9;
1364;722.72;510 ms;2.9 G;canter;545 m/min;9 cm;4.63 m;S;4.3 º (R);-4.1 º (F);2028.2;
1365;723.22;500 ms;2.5 G;canter;528 m/min;9 cm;4.4 m;R;5.5 º (R);-3.5 º (F);1509.46;
1366;723.71;490 ms;2.8 G;canter;564 m/min;11 cm;4.6 m;S;4.9 º (R);-6.3 º (F);2220.42;
1367;724.25;540 ms;3.1 G;canter;572 m/min;14 cm;5.15 m;S;1.9 º (R);-6.7 º (F);2258.2;
1368;724.8;550 ms;2.9 G;canter;562 m/min;15 cm;5.15 m;S;2.8 º (R);-6.9 º (F);2006.81;
1369;725.33;530 ms;3.1 G;canter;542 m/min;11 cm;4.79 m;S;3.1 º (R);-6.4 º (F);2125.34;
1370;725.75;420 ms;2.8 G;canter;571 m/min;8 cm;4 m;S;4.6 º (R);-7.5 º (F);1531.69;
1371;726.3;550 ms;2.8 G;canter;582 m/min;12 cm;5.33 m;S;1.7 º (R);-6.7 º (F);2244.03;
1372;726.79;490 ms;4.2 G;canter;612 m/min;12 cm;5 m;S;4.3 º (R);-5.5 º (F);2465.85;
1373;727.31;520 ms;3.7 G;canter;599 m/min;14 cm;5.19 m;S;4.5 º (R);-0.7 º (F);2705.15;
1374;727.84;530 ms;2.6 G;canter;550 m/min;16 cm;4.86 m;S;4.8 º (R);1.7 º (B);2036.37;
1375;728.39;550 ms;3.2 G;canter;517 m/min;17 cm;4.74 m;R;7.8 º (R);-0.3 º (F);1669.76;
1376;728.93;540 ms;3.3 G;canter;530 m/min;16 cm;4.77 m;R;6.8 º (R);-4.7 º (F);1603.67;
1377;729.42;490 ms;3.8 G;canter;510 m/min;14 cm;4.16 m;R;2.8 º (R);-8 º (F);2096.97;
1378;729.95;530 ms;4.1 G;canter;467 m/min;18 cm;4.13 m;S;3.9 º (R);-0.6 º (F);2536.9;
1379;730.47;520 ms;5 G;canter;435 m/min;16 cm;3.77 m;R;3.3 º (R);0.1 º (B);2147.47;
1380;731.04;570 ms;3.3 G;canter;403 m/min;17 cm;3.83 m;S;2 º (R);4.7 º (B);2353.04;
1381;731.47;430 ms;3.3 G;canter;397 m/min;9 cm;2.85 m;L;-3.4 º (L);1.9 º (B);1924.63;
1382;731.96;490 ms;3.2 G;canter;402 m/min;7 cm;3.29 m;S;6.5 º (R);2 º (B);2642.1;
1383;732.68;720 ms;3.2 G;canter;426 m/min;16 cm;5.11 m;R;7.6 º (R);1.5 º (B);3599.59;
1384;733.08;400 ms;1.9 G;canter;392 m/min;6 cm;2.62 m;R;2.2 º (R);2.7 º (B);699.96;
1385;733.49;410 ms;4.1 G;canter;425 m/min;4 cm;2.91 m;R;4.7 º (R);-3.9 º (F);1462.77;
1386;733.88;390 ms;2.7 G;canter;486 m/min;5 cm;3.16 m;R;10.5 º (R);-2.5 º (F);1390.64;
1387;735.25;280 ms;1.9 G;canter;447 m/min;3 cm;2.09 m;R;6.6 º (R);-1.9 º (F);916.61;
1388;735.76;510 ms;2.5 G;canter;377 m/min;6 cm;3.2 m;S;-1.2 º (L);0.6 º (B);1490.46;
1389;736.25;490 ms;2.4 G;canter;374 m/min;9 cm;3.05 m;S;0.3 º (R);3.2 º (B);1571.82;
1390;736.75;500 ms;3.2 G;canter;384 m/min;10 cm;3.2 m;R;5.4 º (R);4.1 º (B);1875.23;
1391;737.2;450 ms;4.4 G;canter;402 m/min;11 cm;3.01 m;R;7.9 º (R);1.5 º (B);1947.95;
1392;738.54;340 ms;3.1 G;canter;394 m/min;7 cm;2.24 m;L;-3.4 º (L);-11.7 º (F);750.37;
1393;739.01;470 ms;2.5 G;canter;365 m/min;10 cm;2.86 m;S;-0.2 º (L);-7.4 º (F);1085.57;
1394;739.65;640 ms;5.2 G;canter;360 m/min;23 cm;3.84 m;S;-0.9 º (L);3.5 º (B);2776.91;
1395;740.2;550 ms;2.5 G;canter;381 m/min;16 cm;3.49 m;S;4.4 º (R);2.2 º (B);1586.22;
1396;740.71;510 ms;2.2 G;canter;391 m/min;13 cm;3.32 m;S;1.8 º (R);-0.4 º (F);947.21;
1397;741.2;490 ms;2.2 G;canter;381 m/min;9 cm;3.11 m;S;0 º (R);0.3 º (B);873.78;
1398;741.68;480 ms;2.7 G;canter;388 m/min;6 cm;3.11 m;R;3 º (R);-2.1 º (F);1506.98;
1399;742.79;10 ms;-0.2 G;canter;496 m/min;0 cm;0.08 m;R;9.1 º (R);-29.9 º (F);0;
1400;743.16;370 ms;2.5 G;canter;441 m/min;6 cm;2.72 m;S;4.7 º (R);-3.2 º (F);1462.41;
1401;743.61;450 ms;2.7 G;canter;400 m/min;10 cm;3 m;S;-2 º (L);-0.4 º (F);883.02;
1402;744.2;590 ms;2.6 G;canter;385 m/min;18 cm;3.79 m;S;0.6 º (R);1.6 º (B);1373.81;
1403;744.77;570 ms;2.7 G;canter;384 m/min;7 cm;3.65 m;S;5.7 º (R);9.4 º (B);2644.78;
1404;745.15;380 ms;1.9 G;canter;358 m/min;10 cm;2.27 m;R;13.3 º (R);10.2 º (B);1218.5;
1405;746.28;160 ms;3.9 G;canter;331 m/min;11 cm;0.88 m;S;0.8 º (R);-29.3 º (F);1483.97;
1406;747.01;730 ms;2.5 G;canter;390 m/min;8 cm;4.75 m;R;9.9 º (R);4.9 º (B);2116.15;
1407;747.49;480 ms;3 G;canter;488 m/min;4 cm;3.91 m;R;14.5 º (R);1.9 º (B);1309.02;
1408;747.97;480 ms;3.4 G;canter;529 m/min;6 cm;4.23 m;R;11.1 º (R);3.3 º (B);1365.74;
1409;748.46;490 ms;3 G;canter;553 m/min;6 cm;4.52 m;R;12.9 º (R);1.5 º (B);1553.82;
1410;748.97;510 ms;2.7 G;canter;585 m/min;8 cm;4.97 m;R;13.6 º (R);2.5 º (B);1892.07;
1411;749.5;530 ms;3.4 G;canter;597 m/min;8 cm;5.27 m;R;12.3 º (R);1.3 º (B);2144.48;
1412;750.01;510 ms;3.2 G;canter;626 m/min;8 cm;5.32 m;R;13.2 º (R);1.6 º (B);1790.47;
1413;750.48;470 ms;3.1 G;canter;600 m/min;5 cm;4.7 m;R;8.6 º (R);3.8 º (B);1407.23;
1414;751;520 ms;3.7 G;canter;556 m/min;9 cm;4.82 m;R;5.6 º (R);2.8 º (B);2122.11;
1415;751.52;520 ms;4.2 G;canter;567 m/min;9 cm;4.92 m;R;5.6 º (R);2.6 º (B);2237.06;
1416;752.02;500 ms;3.6 G;canter;587 m/min;8 cm;4.89 m;R;6.3 º (R);2.1 º (B);1811.96;
1417;752.53;510 ms;4 G;canter;586 m/min;8 cm;4.99 m;R;7.9 º (R);2.5 º (B);2130.81;
1418;753.02;490 ms;3.9 G;canter;583 m/min;8 cm;4.76 m;R;5.5 º (R);0.6 º (B);2033.81;
1419;753.53;510 ms;3.1 G;canter;573 m/min;8 cm;4.87 m;R;5.7 º (R);2.2 º (B);2239.29;
1420;754.06;530 ms;3.7 G;canter;602 m/min;8 cm;5.32 m;R;5.9 º (R);0.7 º (B);2178.61;
1421;754.57;510 ms;4.8 G;canter;618 m/min;8 cm;5.25 m;R;8 º (R);3.2 º (B);3136.54;
1422;755.05;480 ms;3.1 G;canter;642 m/min;7 cm;5.14 m;R;8 º (R);0.6 º (B);2366.66;
1423;755.57;520 ms;4 G;canter;640 m/min;8 cm;5.55 m;R;8.5 º (R);1.4 º (B);3164.01;
1424;756.03;460 ms;4.2 G;canter;627 m/min;7 cm;4.81 m;R;7.4 º (R);0.8 º (B);2452.56;
1425;756.53;500 ms;3.2 G;canter;661 m/min;9 cm;5.51 m;R;9.6 º (R);1.8 º (B);2984.24;
1426;757.09;560 ms;3.7 G;canter;688 m/min;10 cm;6.43 m;R;9.9 º (R);0 º (F);3464.08;
1427;757.55;460 ms;4.3 G;canter;684 m/min;7 cm;5.24 m;R;6.1 º (R);-3 º (F);2429.26;
1428;758.07;520 ms;4.2 G;canter;658 m/min;8 cm;5.71 m;R;5.9 º (R);-1.5 º (F);2750.83;
1429;758.56;490 ms;4.4 G;canter;646 m/min;10 cm;5.28 m;R;6.5 º (R);-0.6 º (F);2472.06;
1430;759.06;500 ms;3.6 G;canter;630 m/min;10 cm;5.25 m;R;5.2 º (R);-0.7 º (F);2609.34;
1431;759.57;510 ms;3.8 G;canter;618 m/min;10 cm;5.26 m;R;4.3 º (R);-0.8 º (F);2423.91;
1432;760.1;530 ms;3.8 G;canter;608 m/min;8 cm;5.37 m;R;5.2 º (R);0.4 º (B);2899.33;
1433;760.61;510 ms;3.3 G;canter;600 m/min;9 cm;5.1 m;R;3.7 º (R);2 º (B);2434.89;
1434;761.09;480 ms;3.7 G;canter;594 m/min;6 cm;4.75 m;R;4 º (R);-0.7 º (F);2305.21;
1435;761.67;580 ms;4.8 G;canter;626 m/min;13 cm;6.05 m;R;6.3 º (R);1.9 º (B);3134.85;
1436;762.12;450 ms;3.1 G;canter;665 m/min;7 cm;4.99 m;R;8.8 º (R);-2 º (F);1996.32;
1437;762.62;500 ms;3.1 G;canter;660 m/min;8 cm;5.5 m;R;13.5 º (R);0.4 º (B);2637.14;
1438;763.13;510 ms;3.5 G;canter;674 m/min;8 cm;5.73 m;R;15.2 º (R);2 º (B);2852.34;
1439;763.63;500 ms;3.8 G;canter;687 m/min;8 cm;5.72 m;R;14.5 º (R);1.7 º (B);2651.55;
1440;764.15;520 ms;3.1 G;canter;717 m/min;8 cm;6.21 m;R;16.4 º (R);2.2 º (B);2622.19;
1441;764.63;480 ms;4.6 G;canter;740 m/min;6 cm;5.92 m;R;15.9 º (R);3.4 º (B);3477.75;
1442;765.15;520 ms;3.4 G;canter;720 m/min;8 cm;6.24 m;R;13.9 º (R);6.1 º (B);3238.52;
1443;765.66;510 ms;4.9 G;canter;700 m/min;8 cm;5.95 m;R;11.5 º (R);5.6 º (B);2929.42;
1444;766.16;500 ms;3.8 G;canter;681 m/min;8 cm;5.68 m;R;8.9 º (R);4.5 º (B);2883.23;
1445;766.65;490 ms;3.8 G;canter;680 m/min;7 cm;5.55 m;R;8.9 º (R);3.8 º (B);2596.63;
1446;767.18;530 ms;4.2 G;canter;683 m/min;9 cm;6.04 m;R;9.9 º (R);3.7 º (B);2902.37;
1447;767.66;480 ms;3.9 G;canter;588 m/min;8 cm;4.7 m;R;5.3 º (R);4.2 º (B);1892.97;
1448;768.13;470 ms;3.9 G;canter;602 m/min;7 cm;4.71 m;R;7.1 º (R);4 º (B);2434.23;
1449;768.72;590 ms;4.5 G;canter;664 m/min;9 cm;6.53 m;R;10.5 º (R);1.9 º (B);2934.91;
1450;769.17;450 ms;4.9 G;canter;747 m/min;9 cm;5.6 m;R;9.9 º (R);-1.5 º (F);2395.71;
1451;769.68;510 ms;3.4 G;canter;715 m/min;8 cm;6.08 m;R;11 º (R);1.1 º (B);2830.32;
1452;770.21;530 ms;4 G;canter;695 m/min;8 cm;6.14 m;R;12 º (R);1.6 º (B);3205.67;
1453;770.7;490 ms;4.8 G;canter;697 m/min;10 cm;5.69 m;R;11.8 º (R);3.4 º (B);2087.89;
1454;771.17;470 ms;3.7 G;canter;706 m/min;7 cm;5.53 m;R;12 º (R);2.7 º (B);2268.66;
1455;771.69;520 ms;3.7 G;canter;679 m/min;8 cm;5.88 m;R;10.7 º (R);3.3 º (B);2605.74;
1456;772.22;530 ms;3.6 G;canter;691 m/min;10 cm;6.11 m;R;8.9 º (R);3.4 º (B);2799.24;
1457;772.71;490 ms;4 G;canter;665 m/min;8 cm;5.43 m;R;8.1 º (R);3.2 º (B);2797.72;
1458;773.24;530 ms;4 G;canter;625 m/min;9 cm;5.52 m;R;7 º (R);3.4 º (B);2363.15;
1459;773.64;400 ms;3.4 G;canter;635 m/min;5 cm;4.24 m;R;5.7 º (R);-1.3 º (F);1735.52;
1460;774.18;540 ms;3.7 G;canter;673 m/min;6 cm;6.05 m;R;8.2 º (R);1.2 º (B);2653.31;
1461;774.7;520 ms;3.9 G;canter;691 m/min;9 cm;5.98 m;R;9.5 º (R);1.2 º (B);2754.61;
1462;775.2;500 ms;3.7 G;canter;711 m/min;9 cm;5.93 m;R;9.2 º (R);-0.8 º (F);2851.81;
1463;775.7;500 ms;3.9 G;canter;698 m/min;9 cm;5.82 m;R;8.3 º (R);0.6 º (B);3016.63;
1464;776.21;510 ms;3.3 G;canter;697 m/min;8 cm;5.93 m;R;8.3 º (R);-0.2 º (F);2953.26;
1465;776.73;520 ms;4.4 G;canter;688 m/min;10 cm;5.96 m;R;6.6 º (R);0 º (F);3095.45;
1466;777.21;480 ms;3.8 G;canter;698 m/min;9 cm;5.59 m;R;6.5 º (R);-0.6 º (F);2888.39;
1467;777.73;520 ms;3.7 G;canter;692 m/min;13 cm;6 m;R;8.5 º (R);0.8 º (B);3271.03;
1468;778.28;550 ms;3.9 G;canter;672 m/min;15 cm;6.16 m;R;9.2 º (R);2 º (B);3152.17;
1469;778.78;500 ms;3.9 G;canter;647 m/min;9 cm;5.39 m;R;9.7 º (R);2.3 º (B);2530.39;
1470;779.3;520 ms;3 G;canter;641 m/min;11 cm;5.55 m;R;8.8 º (R);3 º (B);2707.07;
1471;779.83;530 ms;3.4 G;canter;637 m/min;12 cm;5.63 m;R;10.7 º (R);3.1 º (B);2681.75;
1472;780.36;530 ms;3.1 G;canter;632 m/min;14 cm;5.58 m;R;11.5 º (R);5 º (B);2616.11;
1473;780.89;530 ms;4.4 G;canter;615 m/min;16 cm;5.43 m;S;4.8 º (R);5.4 º (B);2266.65;
1474;781.44;550 ms;3.3 G;canter;564 m/min;15 cm;5.17 m;R;4.7 º (R);7 º (B);2141.33;
1475;782.01;570 ms;3.7 G;canter;519 m/min;15 cm;4.94 m;R;4 º (R);8.8 º (B);1978.42;
1476;782.5;490 ms;3.6 G;canter;471 m/min;9 cm;3.85 m;R;1.7 º (R);8.3 º (B);1266.41;
1477;783.13;630 ms;2.9 G;canter;461 m/min;8 cm;4.84 m;R;3.1 º (R);10 º (B);2710.65;
1478;784.7;270 ms;2 G;canter;490 m/min;2 cm;2.2 m;R;4.9 º (R);-2.5 º (F);1194.83;
1479;785.22;520 ms;2.2 G;canter;489 m/min;6 cm;4.24 m;R;4.8 º (R);3.2 º (B);1437.54;
1480;785.73;510 ms;2.7 G;canter;501 m/min;7 cm;4.26 m;R;2.9 º (R);2.2 º (B);1839.2;
1481;786.24;510 ms;2 G;canter;516 m/min;10 cm;4.38 m;S;5.5 º (R);0 º (F);2063.42;
1482;786.71;470 ms;2.9 G;canter;499 m/min;8 cm;3.91 m;S;3 º (R);-0.2 º (F);1321.94;
1483;787.24;530 ms;3.1 G;canter;504 m/min;12 cm;4.46 m;S;0.1 º (R);-0.5 º (F);2310.23;
1484;787.79;550 ms;3.1 G;canter;502 m/min;16 cm;4.6 m;S;0.1 º (R);-0.5 º (F);2325.66;
1485;788.29;500 ms;3.1 G;canter;541 m/min;13 cm;4.51 m;S;4 º (R);-4.4 º (F);2082.01;
1486;788.83;540 ms;4 G;canter;571 m/min;14 cm;5.14 m;S;6.9 º (R);-6.1 º (F);2790.02;
1487;789.37;540 ms;3 G;canter;586 m/min;17 cm;5.27 m;R;9.5 º (R);-5.1 º (F);2353.57;
1488;789.87;500 ms;3.1 G;canter;531 m/min;15 cm;4.43 m;S;4.5 º (R);-2.7 º (F);2084.01;
1489;790.41;540 ms;3 G;canter;488 m/min;15 cm;4.39 m;S;4.5 º (R);-1.5 º (F);1817.94;
1490;790.93;520 ms;3 G;canter;459 m/min;10 cm;3.98 m;S;3.8 º (R);2.3 º (B);1927.3;
1491;791.4;470 ms;2.2 G;canter;453 m/min;5 cm;3.55 m;R;2.4 º (R);0.7 º (B);1294.87;
1492;791.84;440 ms;2.4 G;canter;473 m/min;6 cm;3.47 m;R;3 º (R);0.2 º (B);1057.29;
1493;792.29;450 ms;3.7 G;canter;483 m/min;10 cm;3.63 m;R;7.8 º (R);-1.5 º (F);1535.34;
1494;793.63;290 ms;3.5 G;canter;482 m/min;3 cm;2.33 m;R;6.9 º (R);-9.6 º (F);1009.19;
1495;794.17;540 ms;2.6 G;canter;399 m/min;6 cm;3.59 m;S;-0.3 º (L);-1.7 º (F);1587.86;
1496;794.49;320 ms;1.4 G;canter;435 m/min;5 cm;2.32 m;R;7.2 º (R);-5.4 º (F);483.79;
1497;795.58;10 ms;-0.6 G;canter;506 m/min;0 cm;0.08 m;R;12.4 º (R);-26.5 º (F);0;
1498;795.9;320 ms;2.4 G;canter;500 m/min;3 cm;2.67 m;R;8.1 º (R);-2.7 º (F);1571.77;
1499;796.41;510 ms;2.2 G;canter;500 m/min;8 cm;4.25 m;S;5.8 º (R);-1.2 º (F);1472.48;
1500;796.87;460 ms;1.7 G;canter;514 m/min;6 cm;3.94 m;S;-0.2 º (L);-6.1 º (F);1747.94;
1501;797.38;510 ms;2.2 G;canter;552 m/min;8 cm;4.7 m;S;5.3 º (R);-5 º (F);1629.79;
1502;797.81;430 ms;2.4 G;canter;645 m/min;5 cm;4.62 m;S;4.9 º (R);-7.3 º (F);1771.36;
1503;798.32;510 ms;2.8 G;canter;633 m/min;8 cm;5.38 m;S;4.4 º (R);-6.2 º (F);2525.67;
1504;798.84;520 ms;2.9 G;canter;601 m/min;9 cm;5.21 m;S;6 º (R);-5.6 º (F);2324.77;
1505;799.32;480 ms;2.2 G;canter;588 m/min;8 cm;4.7 m;R;6.1 º (R);-4.2 º (F);1951.51;
1506;799.83;510 ms;3.2 G;canter;647 m/min;8 cm;5.5 m;R;7 º (R);-5.5 º (F);2652.05;
1507;800.35;520 ms;2 G;canter;700 m/min;9 cm;6.06 m;R;10.1 º (R);-6.5 º (F);2490;
1508;800.81;460 ms;1.9 G;canter;767 m/min;7 cm;5.88 m;R;13.5 º (R);-7.7 º (F);1946.98;
1509;801.35;540 ms;4.8 G;canter;759 m/min;12 cm;6.83 m;R;11.7 º (R);-5.7 º (F);3879.34;
1510;801.82;470 ms;3.9 G;canter;742 m/min;7 cm;5.82 m;R;9.8 º (R);-7 º (F);2668.1;
1511;802.28;460 ms;3.6 G;canter;728 m/min;7 cm;5.58 m;S;7.6 º (R);-7.1 º (F);1956.26;
1512;802.82;540 ms;5.2 G;canter;746 m/min;12 cm;6.71 m;S;6.4 º (R);-4.7 º (F);4029.23;
1513;803.32;500 ms;3.2 G;canter;723 m/min;8 cm;6.03 m;S;5.6 º (R);-5.1 º (F);2178.55;
1514;803.87;550 ms;3.2 G;canter;682 m/min;10 cm;6.26 m;S;3.8 º (R);-5.4 º (F);3135.95;
1515;804.34;470 ms;2.8 G;canter;664 m/min;9 cm;5.2 m;S;3.5 º (R);-4.3 º (F);2207.51;
1516;804.86;520 ms;3.1 G;canter;645 m/min;13 cm;5.59 m;S;1.3 º (R);-2.6 º (F);2813.74;
1517;805.44;580 ms;3 G;canter;658 m/min;16 cm;6.36 m;S;4.1 º (R);-2.1 º (F);3245.32;
1518;805.88;440 ms;2.7 G;canter;649 m/min;6 cm;4.76 m;R;7.8 º (R);-6.2 º (F);1570.78;
