Stride;Time (mm:ss);Duration;Strike power;Gait;Speed;Max. height;Length;Hand;Lateral balance;Longitudinal balance;Energy;BPM
1519;806.39;510 ms;3.7 G;canter;651 m/min;10 cm;5.53 m;R;9.7 º (R);-3.3 º (F);2350.9;
1520;806.9;510 ms;4.1 G;canter;670 m/min;10 cm;5.69 m;R;9.8 º (R);-2.1 º (F);2938.77;
1521;807.41;510 ms;4.1 G;canter;658 m/min;10 cm;5.59 m;R;9.3 º (R);-2.7 º (F);2944.59;
1522;807.94;530 ms;4 G;canter;652 m/min;12 cm;5.76 m;R;11.3 º (R);1 º (B);3018.42;
1523;808.45;510 ms;3.3 G;canter;673 m/min;13 cm;5.72 m;R;13.7 º (R);1.9 º (B);2954.45;
1524;808.94;490 ms;2.9 G;canter;686 m/min;8 cm;5.6 m;R;16.9 º (R);4 º (B);2445.71;
1525;809.46;520 ms;3.8 G;canter;672 m/min;10 cm;5.82 m;R;16 º (R);8.4 º (B);2768.68;
1526;809.94;480 ms;3.7 G;canter;625 m/min;8 cm;5 m;R;17.8 º (R);10.7 º (B);1975.01;
1527;810.47;530 ms;2.6 G;canter;617 m/min;10 cm;5.45 m;R;16 º (R);12.3 º (B);2163.85;
1528;811.01;540 ms;3.6 G;canter;597 m/min;10 cm;5.37 m;R;12.9 º (R);12.3 º (B);1969.87;
1529;811.54;530 ms;3.5 G;canter;583 m/min;10 cm;5.15 m;R;7.2 º (R);10.7 º (B);2132.71;
1530;811.98;440 ms;4 G;canter;564 m/min;7 cm;4.14 m;R;2.3 º (R);6.2 º (B);1713.07;
1531;812.56;580 ms;3.5 G;canter;548 m/min;10 cm;5.3 m;R;3.3 º (R);6.4 º (B);2122.66;
1532;813.07;510 ms;3.9 G;canter;550 m/min;10 cm;4.67 m;R;3.1 º (R);4.3 º (B);1757.04;
1533;813.61;540 ms;3.4 G;canter;562 m/min;14 cm;5.06 m;R;2.7 º (R);0.6 º (B);2411.34;
1534;814.07;460 ms;3.3 G;canter;555 m/min;6 cm;4.25 m;R;3.5 º (R);-3.2 º (F);1683.48;
1535;814.63;560 ms;4 G;canter;530 m/min;15 cm;4.95 m;R;3.4 º (R);0.7 º (B);2880.99;
1536;815.19;560 ms;3.1 G;canter;536 m/min;16 cm;5.01 m;R;5.2 º (R);1.2 º (B);2779.86;
1537;815.71;520 ms;3.3 G;canter;507 m/min;14 cm;4.39 m;S;3.6 º (R);1.9 º (B);1686.64;
1538;816.26;550 ms;5.3 G;canter;462 m/min;18 cm;4.24 m;S;0.9 º (R);-0.2 º (F);2548.31;
1539;816.79;530 ms;3.2 G;canter;457 m/min;9 cm;4.04 m;S;4.8 º (R);1.3 º (B);1409.19;
1540;817.24;450 ms;2.2 G;canter;460 m/min;7 cm;3.45 m;R;8.1 º (R);3.5 º (B);1090.44;
1541;817.65;410 ms;1.9 G;canter;490 m/min;9 cm;3.35 m;R;9.8 º (R);0.1 º (B);861.85;
1542;818.97;270 ms;2.1 G;canter;443 m/min;1 cm;2 m;S;-1.7 º (L);-3.1 º (F);946.05;
1543;819.47;500 ms;3 G;canter;475 m/min;6 cm;3.96 m;R;18.8 º (R);1.9 º (B);1465.29;
1544;819.98;510 ms;2.3 G;canter;576 m/min;7 cm;4.89 m;R;18.4 º (R);7.8 º (B);1250.66;
1545;820.48;500 ms;2.7 G;canter;594 m/min;8 cm;4.95 m;R;15.7 º (R);6.4 º (B);1373.3;
1546;821.01;530 ms;2.8 G;canter;588 m/min;8 cm;5.2 m;R;12 º (R);6.9 º (B);1954.27;
1547;821.54;530 ms;2.7 G;canter;587 m/min;8 cm;5.18 m;R;9.6 º (R);6.6 º (B);1992.84;
1548;822.04;500 ms;3.5 G;canter;563 m/min;9 cm;4.69 m;R;6.3 º (R);6 º (B);1978.2;
1549;822.56;520 ms;3.5 G;canter;530 m/min;10 cm;4.59 m;R;6.4 º (R);5.5 º (B);1842.52;
1550;823.09;530 ms;3.9 G;canter;567 m/min;11 cm;5.01 m;R;7.7 º (R);4.8 º (B);2296.86;
1551;823.64;550 ms;3.2 G;canter;575 m/min;12 cm;5.27 m;R;7.3 º (R);4.3 º (B);2294.5;
1552;824.14;500 ms;3.7 G;canter;547 m/min;10 cm;4.56 m;R;4.3 º (R);1.6 º (B);2041.78;
1553;824.69;550 ms;3.8 G;canter;547 m/min;16 cm;5.01 m;R;3.5 º (R);1.2 º (B);2651.59;
1554;825.23;540 ms;3 G;canter;535 m/min;12 cm;4.82 m;R;4.3 º (R);1.1 º (B);2303.2;
1555;825.77;540 ms;3.3 G;canter;543 m/min;13 cm;4.89 m;R;7.8 º (R);-0.5 º (F);2405.05;
1556;826.29;520 ms;3.7 G;canter;560 m/min;13 cm;4.85 m;R;12.1 º (R);1.6 º (B);2349.36;
1557;826.87;580 ms;3.4 G;canter;529 m/min;15 cm;5.12 m;R;12.1 º (R);4.9 º (B);2458.8;
1558;827.41;540 ms;3.5 G;canter;499 m/min;16 cm;4.49 m;R;7.8 º (R);7.8 º (B);1710.4;
1559;827.95;540 ms;3 G;canter;490 m/min;16 cm;4.41 m;R;12.4 º (R);8.7 º (B);1839.15;
1560;828.42;470 ms;3.2 G;canter;502 m/min;8 cm;3.94 m;R;14.1 º (R);8.9 º (B);1374.37;
1561;828.95;530 ms;2.7 G;canter;499 m/min;7 cm;4.41 m;R;11.6 º (R);12.1 º (B);1186.41;
1562;829.43;480 ms;2.7 G;canter;463 m/min;5 cm;3.7 m;R;10.3 º (R);13 º (B);1258.49;
1563;829.78;350 ms;2.4 G;canter;465 m/min;5 cm;2.71 m;R;11 º (R);9.8 º (B);778.21;
1564;830.93;10 ms;1.8 G;canter;510 m/min;0 cm;0.08 m;R;7.7 º (R);-22.6 º (F);138.09;
1565;831.26;330 ms;2.6 G;canter;408 m/min;2 cm;2.25 m;R;8.7 º (R);6.9 º (B);1404.19;
1566;831.72;460 ms;2.7 G;canter;414 m/min;8 cm;3.18 m;R;9.8 º (R);7.3 º (B);766.45;
1567;832.3;580 ms;2.8 G;canter;386 m/min;15 cm;3.73 m;R;6.1 º (R);7.6 º (B);1163.75;
1568;832.75;450 ms;4.5 G;canter;479 m/min;9 cm;3.59 m;R;14.6 º (R);4.7 º (B);1018.74;
1569;833.28;530 ms;4.2 G;canter;487 m/min;12 cm;4.3 m;R;17.2 º (R);4 º (B);1787.92;
1570;833.84;560 ms;3.8 G;canter;480 m/min;17 cm;4.48 m;R;16.9 º (R);8.2 º (B);1445.89;
1571;834.41;570 ms;3.7 G;canter;451 m/min;20 cm;4.28 m;R;15 º (R);8.2 º (B);1841.15;
1572;834.92;510 ms;3.1 G;canter;490 m/min;12 cm;4.16 m;R;17.1 º (R);7.6 º (B);1450.99;
1573;835.42;500 ms;2.9 G;canter;455 m/min;11 cm;3.79 m;R;15.4 º (R);9.5 º (B);1540.62;
1574;835.94;520 ms;2.7 G;canter;443 m/min;9 cm;3.84 m;R;19.4 º (R);11.5 º (B);1412.74;
1575;836.44;500 ms;3.3 G;canter;464 m/min;7 cm;3.87 m;R;19.1 º (R);13.6 º (B);1599.57;
1576;836.95;510 ms;3.1 G;canter;460 m/min;7 cm;3.91 m;R;11.3 º (R);11.9 º (B);1708.41;
1577;837.3;350 ms;1.5 G;canter;442 m/min;6 cm;2.58 m;R;9.9 º (R);9.4 º (B);719.25;
1578;838.71;300 ms;2.2 G;canter;351 m/min;3 cm;1.75 m;R;4 º (R);2.2 º (B);1004.04;
1579;839.2;490 ms;5.6 G;canter;279 m/min;11 cm;2.28 m;R;5.3 º (R);11.5 º (B);1036.93;
1580;839.6;400 ms;3.8 G;canter;291 m/min;11 cm;1.94 m;R;11.7 º (R);7.6 º (B);975.45;
1581;840.21;610 ms;4 G;canter;187 m/min;23 cm;1.9 m;R;7 º (R);8.6 º (B);1180.14;
1582;840.75;540 ms;1.6 G;canter;107 m/min;10 cm;0.97 m;S;-0.9 º (L);0.3 º (B);138.95;
1583;841.09;340 ms;0.3 G;canter;72 m/min;3 cm;0.41 m;R;0.4 º (R);2.7 º (B);3.3;
1584;841.61;520 ms;0.3 G;canter;25 m/min;2 cm;0.22 m;R;4 º (R);7.8 º (B);0.05;
1585;841.94;330 ms;0.7 G;canter;16 m/min;2 cm;0.09 m;R;7.1 º (R);8.7 º (B);22.53;
1586;842.38;440 ms;0.9 G;canter;63 m/min;3 cm;0.46 m;R;8 º (R);7.2 º (B);230.54;
1587;842.98;600 ms;1.5 G;canter;135 m/min;5 cm;1.35 m;R;6.6 º (R);6.6 º (B);391.86;
1588;843.53;550 ms;1.6 G;canter;177 m/min;5 cm;1.62 m;S;1.2 º (R);5.7 º (B);496.08;
1589;844.1;570 ms;1.4 G;canter;233 m/min;13 cm;2.21 m;S;6.4 º (R);6.7 º (B);581.37;
1590;844.63;530 ms;1.7 G;canter;284 m/min;10 cm;2.51 m;R;9.7 º (R);1.1 º (B);429.7;
1591;845.25;620 ms;2.8 G;canter;342 m/min;17 cm;3.54 m;R;16.8 º (R);6.8 º (B);1181.61;
1592;845.73;480 ms;1.8 G;canter;393 m/min;10 cm;3.14 m;R;20 º (R);-1.9 º (F);799.62;
1593;846.29;560 ms;2.2 G;canter;395 m/min;13 cm;3.69 m;R;23.2 º (R);3.9 º (B);1142.69;
1594;846.84;550 ms;1.8 G;canter;409 m/min;11 cm;3.75 m;R;27.7 º (R);4.8 º (B);964.37;
1595;847.39;550 ms;2.4 G;canter;369 m/min;12 cm;3.38 m;R;23.4 º (R);6.2 º (B);1298.08;
1596;847.98;590 ms;1.8 G;canter;387 m/min;13 cm;3.8 m;R;24.2 º (R);5.2 º (B);1209.38;
1597;848.56;580 ms;2 G;canter;365 m/min;13 cm;3.52 m;R;26.4 º (R);6.8 º (B);1373.06;
1598;849.11;550 ms;2.6 G;canter;349 m/min;13 cm;3.2 m;R;24.9 º (R);7.5 º (B);901.14;
1599;849.65;540 ms;2 G;canter;353 m/min;11 cm;3.18 m;R;23.4 º (R);5.7 º (B);847.78;
1600;850.19;540 ms;2.4 G;canter;397 m/min;9 cm;3.57 m;R;22.8 º (R);3.9 º (B);1038.01;
1601;850.67;480 ms;2.1 G;canter;449 m/min;6 cm;3.59 m;R;11.3 º (R);2.5 º (B);689.77;
1602;851.08;410 ms;2.2 G;canter;440 m/min;6 cm;3.01 m;R;6.9 º (R);2.9 º (B);947.45;
1603;852.49;280 ms;1.7 G;canter;444 m/min;2 cm;2.07 m;S;3.7 º (R);-2.1 º (F);1444.7;
1604;853;510 ms;1.6 G;canter;379 m/min;3 cm;3.22 m;L;-3.3 º (L);3.7 º (B);1717.66;
1605;853.51;510 ms;3.4 G;canter;423 m/min;4 cm;3.6 m;L;-3.1 º (L);3.4 º (B);1756;
1606;853.96;450 ms;2.9 G;canter;480 m/min;4 cm;3.6 m;S;0.5 º (R);-1.2 º (F);1686.56;
1607;854.43;470 ms;2.4 G;canter;545 m/min;6 cm;4.27 m;R;6.3 º (R);-3.5 º (F);1423.23;
1608;854.92;490 ms;2.4 G;canter;554 m/min;9 cm;4.53 m;R;6.3 º (R);-5.4 º (F);1930.05;
1609;855.44;520 ms;3.6 G;canter;577 m/min;11 cm;5 m;S;2.8 º (R);-6.7 º (F);2310.79;
1610;855.96;520 ms;3.8 G;canter;580 m/min;13 cm;5.02 m;S;-0.8 º (L);-6.1 º (F);2562.73;
1611;856.48;520 ms;2.6 G;canter;573 m/min;14 cm;4.97 m;L;-2.3 º (L);-7.1 º (F);2430.9;
1612;857;520 ms;2.6 G;canter;593 m/min;14 cm;5.14 m;S;-1.4 º (L);-9.5 º (F);2864.71;
1613;857.47;470 ms;4.7 G;canter;562 m/min;12 cm;4.4 m;S;-1.4 º (L);-6.3 º (F);2052.67;
1614;858.06;590 ms;3.2 G;canter;540 m/min;16 cm;5.31 m;S;-0.1 º (L);-6.3 º (F);2807.17;
1615;858.58;520 ms;3.6 G;canter;546 m/min;16 cm;4.73 m;S;2.6 º (R);-9.5 º (F);1962.34;
1616;859.11;530 ms;3.1 G;canter;522 m/min;17 cm;4.61 m;S;0.8 º (R);-7.3 º (F);2176.85;
1617;859.67;560 ms;3.1 G;canter;503 m/min;18 cm;4.7 m;S;-0.6 º (L);-5.3 º (F);1821.16;
1618;860.2;530 ms;2.1 G;canter;498 m/min;11 cm;4.4 m;S;0.2 º (R);-5.1 º (F);1940.54;
1619;860.65;450 ms;1.8 G;canter;526 m/min;8 cm;3.95 m;S;0.2 º (R);-5 º (F);1480.54;
1620;861.17;520 ms;2 G;canter;534 m/min;13 cm;4.63 m;S;1.2 º (R);-4.2 º (F);1765.89;
1621;861.64;470 ms;3.7 G;canter;536 m/min;8 cm;4.2 m;S;3.5 º (R);-4.2 º (F);1897.22;
1622;862.02;380 ms;3.1 G;canter;536 m/min;7 cm;3.39 m;R;7.8 º (R);-5.3 º (F);1428.84;
1623;863.4;330 ms;3.1 G;canter;547 m/min;4 cm;3.01 m;R;12.2 º (R);-12 º (F);2615.41;
1624;863.93;530 ms;2.1 G;canter;527 m/min;5 cm;4.65 m;R;5 º (R);-5.8 º (F);1453.18;
1625;864.35;420 ms;2.8 G;canter;544 m/min;6 cm;3.81 m;R;8.1 º (R);-6.6 º (F);1247.13;
1626;864.86;510 ms;2.9 G;canter;570 m/min;10 cm;4.84 m;R;6.6 º (R);-7.6 º (F);1922.86;
1627;865.43;570 ms;3.8 G;canter;604 m/min;16 cm;5.74 m;S;5.4 º (R);-4.9 º (F);2445.03;
1628;865.96;530 ms;3.8 G;canter;584 m/min;16 cm;5.16 m;R;8.7 º (R);-2.9 º (F);2401.8;
1629;866.47;510 ms;3.9 G;canter;559 m/min;13 cm;4.76 m;R;7.7 º (R);-2.2 º (F);2241.78;
1630;867.01;540 ms;3.4 G;canter;558 m/min;16 cm;5.02 m;R;4 º (R);-3 º (F);2409.68;
1631;867.56;550 ms;3 G;canter;509 m/min;15 cm;4.66 m;R;5.7 º (R);-1.6 º (F);2222.78;
1632;868.06;500 ms;2.8 G;canter;541 m/min;10 cm;4.51 m;R;7.1 º (R);-3.7 º (F);1594.15;
1633;868.62;560 ms;2.6 G;canter;564 m/min;16 cm;5.26 m;R;10.1 º (R);-0.8 º (F);2203.56;
1634;869.15;530 ms;2.9 G;canter;508 m/min;11 cm;4.49 m;R;10.8 º (R);2.7 º (B);1833.76;
1635;869.67;520 ms;3 G;canter;494 m/min;10 cm;4.28 m;R;10.2 º (R);2.9 º (B);1208.3;
1636;870.19;520 ms;2.4 G;canter;500 m/min;13 cm;4.33 m;R;9.4 º (R);2.3 º (B);1864.25;
1637;870.72;530 ms;3.4 G;canter;490 m/min;10 cm;4.33 m;R;9.7 º (R);5.6 º (B);1639.54;
1638;871.24;520 ms;2.9 G;canter;509 m/min;11 cm;4.42 m;R;10.6 º (R);5.5 º (B);1757.77;
1639;871.62;380 ms;2.8 G;canter;485 m/min;7 cm;3.08 m;R;11.1 º (R);3.3 º (B);1329.26;
1640;872.79;140 ms;4.2 G;canter;403 m/min;7 cm;0.94 m;L;-3.1 º (L);-23.7 º (F);1664.14;
1641;873.53;740 ms;1.7 G;canter;442 m/min;7 cm;5.46 m;S;2.6 º (R);3.8 º (B);2268.29;
1642;874.01;480 ms;2.5 G;canter;541 m/min;6 cm;4.33 m;R;8.7 º (R);-4.2 º (F);1040.81;
1643;874.56;550 ms;2.4 G;canter;536 m/min;7 cm;4.91 m;R;11.6 º (R);0.7 º (B);1671.1;
1644;875.08;520 ms;3.2 G;canter;575 m/min;8 cm;4.99 m;R;11.4 º (R);0.3 º (B);1517.21;
1645;875.6;520 ms;3 G;canter;595 m/min;9 cm;5.16 m;R;10.2 º (R);-0.5 º (F);1969.9;
1646;876.12;520 ms;3.1 G;canter;573 m/min;11 cm;4.96 m;R;7.8 º (R);0.6 º (B);2012.29;
1647;876.66;540 ms;2.8 G;canter;601 m/min;11 cm;5.41 m;R;6.3 º (R);-2.8 º (F);2253.86;
1648;877.17;510 ms;2.8 G;canter;584 m/min;10 cm;4.96 m;R;6 º (R);-3.9 º (F);2063.12;
1649;877.7;530 ms;3 G;canter;593 m/min;11 cm;5.24 m;R;6.2 º (R);-1.9 º (F);2234.07;
1650;878.21;510 ms;3.2 G;canter;621 m/min;10 cm;5.28 m;R;6.1 º (R);-2.2 º (F);2171.53;
1651;878.74;530 ms;3 G;canter;603 m/min;11 cm;5.33 m;R;3.7 º (R);-4.4 º (F);2053.52;
1652;879.25;510 ms;3.1 G;canter;595 m/min;10 cm;5.06 m;R;2.9 º (R);-5.9 º (F);2536.34;
1653;879.8;550 ms;3.1 G;canter;568 m/min;13 cm;5.2 m;R;3.2 º (R);-3.6 º (F);2228.22;
1654;880.35;550 ms;3.8 G;canter;542 m/min;14 cm;4.97 m;S;2 º (R);-3.6 º (F);3067.93;
1655;880.85;500 ms;3.3 G;canter;540 m/min;10 cm;4.5 m;S;-1.2 º (L);-6.2 º (F);1798.81;
1656;881.44;590 ms;4.5 G;canter;536 m/min;18 cm;5.27 m;S;0.2 º (R);-4.3 º (F);2719.71;
1657;881.95;510 ms;3.2 G;canter;522 m/min;15 cm;4.44 m;S;-0.3 º (L);-7.2 º (F);2296.38;
1658;882.52;570 ms;2.5 G;canter;501 m/min;13 cm;4.76 m;S;-1.2 º (L);-4.4 º (F);2091.92;
1659;882.97;450 ms;2.4 G;canter;503 m/min;11 cm;3.77 m;S;-3.1 º (L);-8.9 º (F);1027.57;
1660;883.62;650 ms;3.3 G;canter;509 m/min;22 cm;5.52 m;S;6.7 º (R);-4.3 º (F);3324.45;
1661;884.15;530 ms;3.3 G;canter;556 m/min;15 cm;4.91 m;R;15 º (R);-4.4 º (F);1559.88;
1662;884.61;460 ms;3.5 G;canter;577 m/min;7 cm;4.42 m;R;16.7 º (R);-0.1 º (F);2309.51;
1663;885.17;560 ms;3.5 G;canter;465 m/min;13 cm;4.34 m;S;1.8 º (R);8.3 º (B);1706.47;
1664;885.71;540 ms;2.6 G;canter;419 m/min;17 cm;3.77 m;S;-2.1 º (L);1.1 º (B);1302.17;
1665;886.25;540 ms;2.4 G;canter;398 m/min;18 cm;3.58 m;S;-0.2 º (L);-4.2 º (F);1524.46;
1666;886.84;590 ms;2.8 G;canter;384 m/min;22 cm;3.78 m;S;0.4 º (R);-0.9 º (F);1805.93;
1667;887.34;500 ms;2.9 G;canter;401 m/min;15 cm;3.34 m;S;3.8 º (R);-4.1 º (F);1380.25;
1668;887.84;500 ms;3.1 G;canter;403 m/min;10 cm;3.36 m;S;2.7 º (R);4.1 º (B);1444.24;
1669;888.31;470 ms;2.2 G;canter;404 m/min;9 cm;3.16 m;S;4.2 º (R);6.5 º (B);1361.52;
1670;889.66;340 ms;3.3 G;canter;366 m/min;5 cm;2.08 m;S;-3.3 º (L);-10.4 º (F);566.21;
1671;890.13;470 ms;2.1 G;canter;357 m/min;5 cm;2.8 m;R;5.8 º (R);1.7 º (B);1006.44;
1672;890.54;410 ms;2.7 G;canter;406 m/min;8 cm;2.77 m;R;4.5 º (R);2.2 º (B);1062.07;
1673;891.89;320 ms;2.5 G;canter;463 m/min;2 cm;2.47 m;S;0.3 º (R);-3.9 º (F);1136.35;
1674;892.24;350 ms;1.6 G;canter;432 m/min;4 cm;2.52 m;L;-7.5 º (L);-7.1 º (F);720.81;
1675;892.87;630 ms;2.3 G;canter;433 m/min;6 cm;4.54 m;L;-8.1 º (L);1.8 º (B);1484.34;
1676;893.33;460 ms;2.7 G;canter;473 m/min;4 cm;3.62 m;S;-0.8 º (L);-0.3 º (F);1441.11;
1677;893.83;500 ms;2.4 G;canter;519 m/min;6 cm;4.33 m;R;3.6 º (R);-2.3 º (F);1454.39;
1678;894.31;480 ms;3.1 G;canter;590 m/min;7 cm;4.72 m;R;5.8 º (R);-3 º (F);1663.32;
1679;894.81;500 ms;3.7 G;canter;630 m/min;8 cm;5.25 m;R;5.3 º (R);-4 º (F);2025.27;
1680;895.29;480 ms;3.3 G;canter;654 m/min;7 cm;5.23 m;S;4.7 º (R);-5.8 º (F);2501.1;
1681;895.79;500 ms;3.7 G;canter;667 m/min;8 cm;5.56 m;S;3.7 º (R);-4.7 º (F);2374.11;
1682;896.28;490 ms;3 G;canter;686 m/min;7 cm;5.6 m;S;5.1 º (R);-5 º (F);2353.1;
1683;896.75;470 ms;2.7 G;canter;745 m/min;7 cm;5.84 m;R;7.8 º (R);-8 º (F);2438.3;
1684;897.22;470 ms;4.1 G;canter;730 m/min;8 cm;5.72 m;R;7 º (R);-6.7 º (F);2882.41;
1685;897.77;550 ms;5.9 G;canter;704 m/min;9 cm;6.45 m;S;3.2 º (R);-4.1 º (F);3407.49;
1686;898.25;480 ms;4.9 G;canter;699 m/min;7 cm;5.59 m;S;4 º (R);-5.8 º (F);2635.83;
1687;898.73;480 ms;2.1 G;canter;686 m/min;7 cm;5.49 m;S;4.2 º (R);-4.2 º (F);2136.24;
1688;899.24;510 ms;4.5 G;canter;714 m/min;8 cm;6.07 m;S;4.3 º (R);-5.4 º (F);3396.02;
1689;899.73;490 ms;4.5 G;canter;701 m/min;9 cm;5.73 m;S;3.1 º (R);-4.1 º (F);2839.03;
1690;900.2;470 ms;3.5 G;canter;674 m/min;7 cm;5.28 m;S;-0.8 º (L);-4.8 º (F);2714.95;
1691;900.73;530 ms;5 G;canter;670 m/min;8 cm;5.91 m;S;0.1 º (R);-4.1 º (F);3615.07;
1692;901.2;470 ms;2.6 G;canter;727 m/min;8 cm;5.69 m;S;5.4 º (R);-6.1 º (F);2022.24;
1693;901.72;520 ms;5.9 G;canter;687 m/min;11 cm;5.96 m;S;3.7 º (R);-3.1 º (F);3826.11;
1694;902.2;480 ms;3.6 G;canter;697 m/min;7 cm;5.58 m;S;2.7 º (R);-4.7 º (F);2337.68;
1695;902.7;500 ms;3.4 G;canter;718 m/min;8 cm;5.98 m;S;2.6 º (R);-3.8 º (F);2460.66;
1696;903.2;500 ms;4.8 G;canter;747 m/min;8 cm;6.23 m;S;3.6 º (R);-4.5 º (F);2968.9;
1697;903.68;480 ms;3 G;canter;711 m/min;8 cm;5.69 m;S;4.8 º (R);-3.8 º (F);2269.71;
1698;904.21;530 ms;6.4 G;canter;705 m/min;9 cm;6.23 m;S;2.3 º (R);-2.5 º (F);3559.9;
1699;904.7;490 ms;3.7 G;canter;666 m/min;9 cm;5.44 m;S;1.9 º (R);-1 º (F);1812.69;
1700;905.26;560 ms;4.2 G;canter;640 m/min;13 cm;5.98 m;S;2.9 º (R);-1.7 º (F);3586.87;
1701;905.7;440 ms;3.5 G;canter;609 m/min;6 cm;4.47 m;R;2.9 º (R);-3.2 º (F);2029.85;
1702;906.21;510 ms;3 G;canter;629 m/min;10 cm;5.34 m;R;3.8 º (R);-1.8 º (F);2381.1;
1703;906.69;480 ms;4.9 G;canter;654 m/min;6 cm;5.23 m;R;3.7 º (R);-4.1 º (F);2634.03;
1704;907.16;470 ms;3.8 G;canter;685 m/min;7 cm;5.37 m;R;4.7 º (R);-6.2 º (F);2663.84;
1705;907.68;520 ms;3.4 G;canter;739 m/min;9 cm;6.41 m;R;4.7 º (R);-4.6 º (F);2935.04;
1706;908.18;500 ms;4.3 G;canter;748 m/min;10 cm;6.23 m;R;2.1 º (R);-5.1 º (F);3081.05;
1707;908.67;490 ms;3.1 G;canter;734 m/min;9 cm;5.99 m;R;3 º (R);-5.1 º (F);2852.45;
1708;909.18;510 ms;3.7 G;canter;722 m/min;11 cm;6.13 m;R;2.4 º (R);-4.5 º (F);3187.04;
1709;909.72;540 ms;4.2 G;canter;728 m/min;12 cm;6.55 m;S;0.8 º (R);-4 º (F);3487.81;
1710;910.23;510 ms;3.6 G;canter;704 m/min;11 cm;5.99 m;S;2.2 º (R);-2 º (F);2412.04;
1711;910.79;560 ms;3.9 G;canter;691 m/min;14 cm;6.45 m;R;3.4 º (R);-0.8 º (F);3203.73;
1712;911.27;480 ms;3.9 G;canter;637 m/min;10 cm;5.1 m;S;0 º (R);-3.4 º (F);2298.64;
1713;911.81;540 ms;3.5 G;canter;623 m/min;12 cm;5.6 m;R;1.9 º (R);-2.5 º (F);2861.36;
1714;912.36;550 ms;3.6 G;canter;598 m/min;13 cm;5.48 m;R;2 º (R);-2.6 º (F);2910.16;
1715;912.89;530 ms;3.1 G;canter;570 m/min;11 cm;5.03 m;S;-0.6 º (L);-0.8 º (F);1933.37;
1716;913.42;530 ms;3.9 G;canter;550 m/min;15 cm;4.86 m;S;-0.2 º (L);-1.4 º (F);2831.39;
1717;913.96;540 ms;3.6 G;canter;524 m/min;15 cm;4.72 m;R;3.5 º (R);-0.1 º (F);2586.8;
1718;914.47;510 ms;3.3 G;canter;544 m/min;11 cm;4.63 m;R;5.3 º (R);-1.4 º (F);1732.6;
1719;915.03;560 ms;3.8 G;canter;538 m/min;18 cm;5.02 m;S;3.1 º (R);-0.4 º (F);2874.23;
1720;915.58;550 ms;2.9 G;canter;493 m/min;17 cm;4.52 m;S;-0.9 º (L);-1.2 º (F);2091.74;
1721;916.13;550 ms;3.3 G;canter;445 m/min;17 cm;4.08 m;S;-2.1 º (L);-1.8 º (F);2317.72;
1722;916.61;480 ms;3.2 G;canter;386 m/min;7 cm;3.09 m;S;-0.6 º (L);-3.9 º (F);1185.53;
1723;917.22;610 ms;2.7 G;canter;321 m/min;18 cm;3.26 m;S;0.6 º (R);0.3 º (B);2001.66;
1724;917.75;530 ms;2.9 G;canter;336 m/min;7 cm;2.97 m;R;3.4 º (R);-0.9 º (F);1036.27;
1725;918.24;490 ms;2.8 G;canter;385 m/min;10 cm;3.14 m;R;2.9 º (R);-4.1 º (F);1017.29;
1726;918.79;550 ms;4.3 G;canter;434 m/min;17 cm;3.97 m;R;3.3 º (R);-1.8 º (F);2085.69;
1727;919.17;380 ms;2.3 G;canter;442 m/min;8 cm;2.8 m;R;6.6 º (R);-6.7 º (F);1221.56;
1728;920.44;260 ms;1.3 G;canter;407 m/min;4 cm;1.77 m;R;6.1 º (R);-22.3 º (F);348.02;
1729;921;560 ms;3.4 G;canter;347 m/min;13 cm;3.24 m;S;1 º (R);-4.3 º (F);1556.8;
1730;921.52;520 ms;2.1 G;canter;347 m/min;17 cm;3.01 m;S;2 º (R);-6.1 º (F);682.4;
1731;921.99;470 ms;2.4 G;canter;331 m/min;8 cm;2.59 m;L;-2.6 º (L);-12.6 º (F);462.13;
1732;922.55;560 ms;4.5 G;canter;326 m/min;17 cm;3.04 m;S;-1.5 º (L);-5.3 º (F);2227.47;
1733;923.08;530 ms;3.5 G;canter;305 m/min;15 cm;2.69 m;S;3.4 º (R);-0.6 º (F);1352.91;
1734;923.6;520 ms;3.1 G;canter;304 m/min;10 cm;2.64 m;R;7.9 º (R);-2.8 º (F);1236.17;
1735;924.61;70 ms;3.1 G;canter;290 m/min;3 cm;0.34 m;R;8.3 º (R);-23.9 º (F);771.23;
1736;925.03;420 ms;1.8 G;canter;377 m/min;5 cm;2.64 m;R;7.8 º (R);-5.4 º (F);1140.77;
1737;925.51;480 ms;2.4 G;canter;383 m/min;5 cm;3.07 m;R;9.9 º (R);-0.4 º (F);1136.14;
1738;925.98;470 ms;2.2 G;canter;401 m/min;5 cm;3.14 m;R;6.3 º (R);1.3 º (B);918.75;
1739;926.46;480 ms;2.6 G;canter;384 m/min;4 cm;3.07 m;R;3.3 º (R);4.6 º (B);1586.28;
1740;927.68;150 ms;5.3 G;canter;370 m/min;10 cm;0.93 m;L;-7.9 º (L);-18.7 º (F);2028.33;
1741;928.45;770 ms;3 G;canter;422 m/min;8 cm;5.41 m;S;6.7 º (R);11.4 º (B);2114.44;
1742;929.34;890 ms;1.4 G;canter;518 m/min;8 cm;7.68 m;R;9.9 º (R);6.5 º (B);1587.68;
