Stride;Time (mm:ss);Duration;Strike power;Gait;Speed;Max. height;Length;Hand;Lateral balance;Longitudinal balance;Energy;BPM
3829;2022.63;460 ms;1.8 G;canter;320 m/min;10 cm;2.45 m;R;10.6 º (R);-5.7 º (F);749.18;
3830;2023.24;610 ms;3.8 G;canter;339 m/min;17 cm;3.44 m;R;11.2 º (R);-2.7 º (F);1835.67;
3831;2023.72;480 ms;3.3 G;canter;393 m/min;16 cm;3.15 m;R;6 º (R);-1.1 º (F);2016.67;
3832;2025.06;310 ms;6.2 G;canter;391 m/min;13 cm;2.02 m;S;2.6 º (R);-22.6 º (F);2634.06;
3833;2025.81;750 ms;2.5 G;canter;371 m/min;11 cm;4.64 m;S;-3.6 º (L);7.8 º (B);2297.5;
3834;2026.7;890 ms;1.8 G;canter;391 m/min;4 cm;5.79 m;S;1.5 º (R);1 º (B);2255.48;
3835;2027.19;490 ms;2 G;canter;447 m/min;7 cm;3.65 m;S;3.5 º (R);-1.9 º (F);1657.1;
3836;2027.7;510 ms;2.3 G;canter;462 m/min;9 cm;3.93 m;R;3.2 º (R);1.7 º (B);2270.11;
3837;2028.21;510 ms;3.5 G;canter;443 m/min;12 cm;3.77 m;R;4.6 º (R);1.6 º (B);2374.07;
3838;2029.32;1110 ms;3.4 G;canter;455 m/min;28 cm;8.41 m;S;-1.6 º (L);-3.3 º (F);3332.51;
3839;2029.87;550 ms;5.6 G;canter;430 m/min;16 cm;3.94 m;S;3.7 º (R);3.5 º (B);3252.09;
3840;2030.31;440 ms;2.3 G;canter;475 m/min;4 cm;3.49 m;R;7.2 º (R);4.2 º (B);2338.87;
3841;2030.72;410 ms;1.2 G;canter;495 m/min;3 cm;3.38 m;R;10.4 º (R);-0.4 º (F);1232.17;
3842;2031.29;570 ms;1.9 G;canter;460 m/min;7 cm;4.37 m;R;11.4 º (R);3.8 º (B);2210.96;
3843;2031.82;530 ms;3.2 G;canter;446 m/min;7 cm;3.94 m;R;7.7 º (R);3.7 º (B);2641.77;
3844;2032.29;470 ms;2.3 G;canter;472 m/min;6 cm;3.69 m;S;1.2 º (R);2.6 º (B);1777.35;
3845;2032.81;520 ms;3.1 G;canter;451 m/min;5 cm;3.91 m;R;3.5 º (R);4.9 º (B);2296.07;
3846;2033.29;480 ms;1.9 G;canter;460 m/min;4 cm;3.68 m;S;-0.2 º (L);4.5 º (B);1744.56;
3847;2033.77;480 ms;1.8 G;canter;475 m/min;5 cm;3.8 m;S;-1.6 º (L);3.2 º (B);1530.09;
3848;2034.29;520 ms;2.5 G;canter;462 m/min;5 cm;4.01 m;S;0.1 º (R);3.4 º (B);1748.9;
3849;2034.83;540 ms;2.7 G;canter;439 m/min;6 cm;3.95 m;S;2.2 º (R);2.7 º (B);1832.65;
3850;2035.31;480 ms;2 G;canter;485 m/min;7 cm;3.88 m;S;1.1 º (R);-3.4 º (F);1203.99;
3851;2035.89;580 ms;3.7 G;canter;458 m/min;15 cm;4.43 m;S;0.3 º (R);-0.9 º (F);2137.25;
3852;2036.41;520 ms;2.2 G;canter;440 m/min;15 cm;3.81 m;S;-1.3 º (L);-2.7 º (F);1652.07;
3853;2037.03;620 ms;3.8 G;canter;403 m/min;22 cm;4.17 m;S;-1.9 º (L);-3.1 º (F);1967.53;
3854;2037.54;510 ms;2.2 G;canter;389 m/min;12 cm;3.31 m;L;-5.9 º (L);-6.7 º (F);1001.34;
3855;2038.09;550 ms;3.1 G;canter;394 m/min;13 cm;3.62 m;S;-0.1 º (L);-9.9 º (F);1506.48;
3856;2038.66;570 ms;3.3 G;canter;420 m/min;14 cm;3.99 m;S;3.1 º (R);-10 º (F);1883.84;
3857;2039.17;510 ms;2.9 G;canter;454 m/min;11 cm;3.86 m;S;1.6 º (R);-9.4 º (F);1098.88;
3858;2039.75;580 ms;4.6 G;canter;412 m/min;16 cm;3.99 m;S;2.1 º (R);-6.6 º (F);2276.51;
3859;2040.25;500 ms;3.3 G;canter;372 m/min;11 cm;3.1 m;R;5.2 º (R);-5.2 º (F);1259.59;
3860;2040.8;550 ms;5.4 G;canter;416 m/min;15 cm;3.81 m;S;3.6 º (R);-7.2 º (F);1840.94;
3861;2041.32;520 ms;5 G;canter;420 m/min;14 cm;3.64 m;S;2.2 º (R);-7.9 º (F);2158.67;
3862;2041.9;580 ms;4.9 G;canter;399 m/min;14 cm;3.86 m;S;1.9 º (R);-8.1 º (F);2543.8;
3863;2042.4;500 ms;3.6 G;canter;405 m/min;12 cm;3.37 m;S;2.9 º (R);-8 º (F);1032.97;
3864;2042.99;590 ms;4.8 G;canter;417 m/min;19 cm;4.1 m;S;0.4 º (R);-9 º (F);2646.58;
3865;2043.54;550 ms;4.1 G;canter;455 m/min;11 cm;4.17 m;S;0.6 º (R);-11.7 º (F);1701.89;
3866;2044.11;570 ms;3.7 G;canter;457 m/min;20 cm;4.35 m;S;-1 º (L);-14 º (F);1825.38;
3867;2044.7;590 ms;4 G;canter;451 m/min;19 cm;4.44 m;L;-3.1 º (L);-13.6 º (F);2683.68;
3868;2045.2;500 ms;4.5 G;canter;440 m/min;12 cm;3.67 m;L;-4.1 º (L);-14.1 º (F);1576.71;
3869;2045.77;570 ms;5.2 G;canter;429 m/min;20 cm;4.07 m;S;-3.9 º (L);-9.6 º (F);2401.96;
3870;2046.32;550 ms;3.7 G;canter;419 m/min;17 cm;3.84 m;S;-1.2 º (L);-10.1 º (F);1968.08;
3871;2046.88;560 ms;4.9 G;canter;446 m/min;17 cm;4.16 m;S;-0.2 º (L);-12.3 º (F);2122.45;
3872;2047.42;540 ms;4.1 G;canter;440 m/min;17 cm;3.96 m;S;3.3 º (R);-12.3 º (F);2430.22;
3873;2047.97;550 ms;4.1 G;canter;433 m/min;11 cm;3.97 m;S;1 º (R);-11.2 º (F);1449.56;
3874;2048.56;590 ms;5.3 G;canter;477 m/min;19 cm;4.69 m;S;0.6 º (R);-12.9 º (F);2573.99;
3875;2049.13;570 ms;5.4 G;canter;473 m/min;18 cm;4.5 m;S;1.3 º (R);-15 º (F);2198.87;
3876;2049.66;530 ms;4.5 G;canter;466 m/min;16 cm;4.12 m;S;0.1 º (R);-13.9 º (F);2421.32;
3877;2050.23;570 ms;7.6 G;canter;491 m/min;18 cm;4.66 m;S;0.2 º (R);-15.3 º (F);2931.03;
3878;2050.71;480 ms;3.8 G;canter;468 m/min;14 cm;3.74 m;L;-6.2 º (L);-13 º (F);1676.19;
3879;2051.28;570 ms;4.1 G;canter;436 m/min;19 cm;4.15 m;L;-5.1 º (L);-7.7 º (F);2294.74;
3880;2051.81;530 ms;5.5 G;canter;433 m/min;19 cm;3.83 m;L;-2.4 º (L);-6.1 º (F);1869.07;
3881;2052.35;540 ms;3.6 G;canter;425 m/min;13 cm;3.83 m;S;-2.4 º (L);-7.3 º (F);1580.8;
3882;2053.04;690 ms;3.3 G;canter;429 m/min;27 cm;4.94 m;S;0.2 º (R);-11.6 º (F);2038.23;
3883;2053.57;530 ms;3.1 G;canter;445 m/min;14 cm;3.93 m;S;0.8 º (R);-14.9 º (F);1070.36;
3884;2054.1;530 ms;4.7 G;canter;465 m/min;18 cm;4.11 m;S;0.9 º (R);-12.4 º (F);2387.14;
3885;2054.67;570 ms;4.1 G;canter;433 m/min;19 cm;4.11 m;R;2.9 º (R);-9.3 º (F);2345.71;
3886;2055.23;560 ms;5.2 G;canter;377 m/min;19 cm;3.52 m;S;2.2 º (R);-8.1 º (F);2059.59;
3887;2055.75;520 ms;3.7 G;canter;420 m/min;16 cm;3.64 m;R;2.9 º (R);-10.7 º (F);1628.19;
3888;2056.31;560 ms;5.3 G;canter;421 m/min;19 cm;3.93 m;R;4.6 º (R);-9.5 º (F);2254.3;
3889;2056.86;550 ms;3.4 G;canter;436 m/min;16 cm;3.99 m;R;8.3 º (R);-9.3 º (F);1997.15;
3890;2057.34;480 ms;4.5 G;canter;445 m/min;14 cm;3.56 m;R;7.6 º (R);-7.8 º (F);1506.52;
3891;2057.94;600 ms;3.9 G;canter;407 m/min;25 cm;4.07 m;R;9.7 º (R);-7.5 º (F);2366.77;
3892;2058.49;550 ms;4 G;canter;385 m/min;19 cm;3.53 m;S;6.8 º (R);-7.5 º (F);1743.78;
3893;2059.03;540 ms;3.4 G;canter;410 m/min;19 cm;3.69 m;R;6.2 º (R);-7.8 º (F);2122.01;
3894;2059.58;550 ms;4.2 G;canter;393 m/min;20 cm;3.61 m;R;6.3 º (R);-0.9 º (F);1889.67;
3895;2060.16;580 ms;3.7 G;canter;348 m/min;19 cm;3.36 m;R;3.6 º (R);0.2 º (B);1577.06;
3896;2060.76;600 ms;3 G;canter;302 m/min;18 cm;3.02 m;R;6.6 º (R);-4.8 º (F);1859.02;
3897;2061.28;520 ms;2.4 G;canter;318 m/min;15 cm;2.75 m;R;4.6 º (R);-4.2 º (F);1126.53;
3898;2061.86;580 ms;3.7 G;canter;305 m/min;20 cm;2.95 m;R;7.2 º (R);-1.1 º (F);1803.39;
3899;2062.41;550 ms;2.7 G;canter;306 m/min;17 cm;2.81 m;R;6.4 º (R);-1.8 º (F);1081.65;
3900;2062.97;560 ms;2.6 G;canter;259 m/min;12 cm;2.41 m;S;4.1 º (R);-5.7 º (F);731.1;
3901;2063.53;560 ms;1.9 G;canter;252 m/min;11 cm;2.35 m;S;-1.5 º (L);-4.8 º (F);499.56;
3902;2064.12;590 ms;3.6 G;canter;268 m/min;16 cm;2.64 m;S;2.3 º (R);-1 º (F);1486.08;
3903;2064.57;450 ms;1.9 G;canter;299 m/min;9 cm;2.24 m;R;1.6 º (R);-5.3 º (F);554.59;
3904;2065.86;260 ms;2.2 G;canter;314 m/min;7 cm;1.36 m;R;4.7 º (R);-15.1 º (F);655.29;
3905;2066.39;530 ms;2.4 G;canter;259 m/min;11 cm;2.29 m;S;-4.6 º (L);0.4 º (B);549.2;
3906;2066.94;550 ms;3.2 G;canter;344 m/min;12 cm;3.16 m;L;-4.7 º (L);-8 º (F);956.54;
3907;2067.46;520 ms;3.7 G;canter;431 m/min;14 cm;3.74 m;S;-0.9 º (L);-9.2 º (F);1403.38;
3908;2068.03;570 ms;5.5 G;canter;524 m/min;14 cm;4.98 m;S;4.1 º (R);-11 º (F);2523.04;
3909;2068.51;480 ms;3.2 G;canter;594 m/min;12 cm;4.75 m;S;5 º (R);-12 º (F);1511.67;
3910;2069.07;560 ms;3.9 G;canter;575 m/min;17 cm;5.37 m;S;1.4 º (R);-10 º (F);2958.23;
3911;2069.6;530 ms;5.8 G;canter;608 m/min;15 cm;5.37 m;L;-3.5 º (L);-11.2 º (F);2871.34;
3912;2070.15;550 ms;5.2 G;canter;608 m/min;15 cm;5.58 m;L;-3.9 º (L);-10.7 º (F);3434.31;
3913;2070.64;490 ms;4 G;canter;583 m/min;12 cm;4.76 m;L;-2 º (L);-10.6 º (F);1723;
3914;2071.21;570 ms;4.7 G;canter;536 m/min;17 cm;5.09 m;L;-6.5 º (L);-6.7 º (F);2931.01;
3915;2071.75;540 ms;4.4 G;canter;523 m/min;14 cm;4.71 m;S;-3.5 º (L);-6.5 º (F);2510.8;
3916;2072.26;510 ms;6 G;canter;520 m/min;13 cm;4.42 m;S;-0.5 º (L);-8.4 º (F);2509.53;
3917;2072.83;570 ms;3.8 G;canter;534 m/min;15 cm;5.08 m;S;-0.8 º (L);-7.6 º (F);3307.97;
3918;2073.34;510 ms;3.7 G;canter;560 m/min;12 cm;4.76 m;S;0.7 º (R);-7.8 º (F);1861.61;
3919;2073.9;560 ms;3.6 G;canter;524 m/min;16 cm;4.89 m;S;1.6 º (R);-6.3 º (F);2245.32;
3920;2074.44;540 ms;4.7 G;canter;508 m/min;15 cm;4.58 m;S;1.3 º (R);-7.6 º (F);2237.72;
3921;2075.01;570 ms;3.9 G;canter;514 m/min;16 cm;4.89 m;S;1.3 º (R);-5.1 º (F);2595.5;
3922;2075.56;550 ms;4.9 G;canter;518 m/min;16 cm;4.75 m;S;0.7 º (R);-6.4 º (F);2045.12;
3923;2076.11;550 ms;4.7 G;canter;464 m/min;18 cm;4.25 m;S;1.2 º (R);-2.1 º (F);2272.75;
3924;2076.64;530 ms;3.9 G;canter;421 m/min;16 cm;3.72 m;S;-1.1 º (L);-3.4 º (F);1586.07;
3925;2077.25;610 ms;2.8 G;canter;432 m/min;18 cm;4.4 m;S;-2.6 º (L);-2.1 º (F);2282.69;
3926;2077.76;510 ms;2.8 G;canter;451 m/min;9 cm;3.83 m;S;-0.7 º (L);-1.7 º (F);1469.15;
3927;2078.2;440 ms;1.9 G;canter;465 m/min;8 cm;3.41 m;L;-3.1 º (L);-6.6 º (F);952.82;
3928;2079.52;320 ms;2.9 G;canter;499 m/min;5 cm;2.66 m;S;3.1 º (R);-12.2 º (F);938.26;
3929;2079.95;430 ms;3.2 G;canter;431 m/min;9 cm;3.09 m;L;-5.2 º (L);-3.2 º (F);1463.87;
3930;2081.26;290 ms;2 G;canter;512 m/min;11 cm;2.48 m;R;7 º (R);-18.9 º (F);914.57;
3931;2081.83;570 ms;3.4 G;canter;433 m/min;11 cm;4.11 m;S;-1.4 º (L);-5.6 º (F);1513.67;
3932;2082.31;480 ms;2.1 G;canter;482 m/min;10 cm;3.86 m;L;-5.6 º (L);-7.9 º (F);1397.48;
3933;2082.8;490 ms;3 G;canter;470 m/min;12 cm;3.84 m;L;-3.7 º (L);-5.5 º (F);1628.28;
3934;2083.34;540 ms;3.7 G;canter;468 m/min;15 cm;4.21 m;S;0.1 º (R);-4.6 º (F);2294.8;
3935;2083.89;550 ms;4.7 G;canter;439 m/min;16 cm;4.03 m;S;-0.4 º (L);-3.7 º (F);2076.46;
3936;2084.41;520 ms;4.4 G;canter;446 m/min;16 cm;3.87 m;S;-0.2 º (L);-5.6 º (F);2099.85;
3937;2085.02;610 ms;5 G;canter;447 m/min;24 cm;4.54 m;S;-1.6 º (L);2.6 º (B);2368.56;
3938;2085.59;570 ms;8.5 G;canter;422 m/min;16 cm;4.01 m;S;-0.5 º (L);9.7 º (B);1939.05;
3939;2086.07;480 ms;4.3 G;canter;386 m/min;12 cm;3.09 m;S;1.2 º (R);8.1 º (B);1040.15;
3940;2086.44;370 ms;5.5 G;canter;352 m/min;5 cm;2.17 m;S;0.5 º (R);1.6 º (B);1324.69;
3941;2087.89;260 ms;2.5 G;canter;372 m/min;10 cm;1.61 m;R;17.9 º (R);-21.9 º (F);674.8;
3942;2088.56;670 ms;2.8 G;canter;313 m/min;15 cm;3.5 m;R;12.5 º (R);0.9 º (B);1415.68;
3943;2089.05;490 ms;1.5 G;canter;390 m/min;8 cm;3.18 m;R;10.9 º (R);-6.3 º (F);1193.85;
3944;2089.56;510 ms;2.1 G;canter;412 m/min;6 cm;3.5 m;S;1.1 º (R);-5.6 º (F);1237.31;
3945;2090.07;510 ms;2.9 G;canter;449 m/min;10 cm;3.82 m;S;-1.3 º (L);-7.5 º (F);1689.17;
3946;2090.59;520 ms;3.3 G;canter;498 m/min;13 cm;4.31 m;R;2.9 º (R);-6.8 º (F);2049.92;
3947;2091.12;530 ms;3.2 G;canter;508 m/min;15 cm;4.49 m;R;2.7 º (R);-7.8 º (F);2397.05;
3948;2091.72;600 ms;3 G;canter;491 m/min;16 cm;4.91 m;R;3.2 º (R);-6.9 º (F);2533.98;
3949;2092.22;500 ms;3.1 G;canter;468 m/min;12 cm;3.9 m;R;3.9 º (R);-7.2 º (F);1461.17;
3950;2092.79;570 ms;3.7 G;canter;428 m/min;18 cm;4.07 m;S;2.2 º (R);-6.3 º (F);2555.26;
3951;2093.34;550 ms;3.2 G;canter;451 m/min;16 cm;4.13 m;R;3.7 º (R);-7.9 º (F);2136.48;
