Stride;Time (mm:ss);Duration;Strike power;Gait;Speed;Max. height;Length;Hand;Lateral balance;Longitudinal balance;Energy;BPM
3338;1695.97;480 ms;2.9 G;canter;529 m/min;6 cm;4.24 m;R;5.5 º (R);1.8 º (B);1807.23;
3339;1696.48;510 ms;4.4 G;canter;593 m/min;11 cm;5.04 m;S;-2.1 º (L);4.5 º (B);2063.63;
3340;1696.97;490 ms;3.5 G;canter;648 m/min;9 cm;5.29 m;L;-6.4 º (L);3.7 º (B);3064.16;
3341;1697.43;460 ms;1.5 G;canter;636 m/min;7 cm;4.87 m;S;-1 º (L);6.2 º (B);1802.55;
3342;1697.96;530 ms;3.4 G;canter;645 m/min;9 cm;5.69 m;R;4 º (R);10.1 º (B);2918.16;
3343;1698.49;530 ms;3.5 G;canter;654 m/min;11 cm;5.78 m;R;6.8 º (R);10.9 º (B);2916.48;
3344;1699.01;520 ms;3.3 G;canter;647 m/min;11 cm;5.61 m;R;7.1 º (R);8.1 º (B);3425.3;
3345;1699.51;500 ms;2.7 G;canter;642 m/min;11 cm;5.35 m;S;2.2 º (R);8 º (B);2544.5;
3346;1700.05;540 ms;3.3 G;canter;634 m/min;12 cm;5.71 m;R;4.3 º (R);6.8 º (B);2777.98;
3347;1700.58;530 ms;2.8 G;canter;630 m/min;13 cm;5.57 m;R;5.7 º (R);7.1 º (B);2980.64;
3348;1701.1;520 ms;3.1 G;canter;613 m/min;14 cm;5.31 m;S;2.6 º (R);6.8 º (B);2466.97;
3349;1701.65;550 ms;3.2 G;canter;588 m/min;15 cm;5.39 m;S;0.7 º (R);9.9 º (B);2466.7;
3350;1702.17;520 ms;2.7 G;canter;584 m/min;12 cm;5.06 m;S;2.1 º (R);12.8 º (B);2220.65;
3351;1702.66;490 ms;2.7 G;canter;584 m/min;10 cm;4.77 m;R;4.6 º (R);16.9 º (B);1807.56;
3352;1703.07;410 ms;2.6 G;canter;579 m/min;6 cm;3.96 m;R;9.4 º (R);16.3 º (B);1344.63;
3353;1704.1;40 ms;6.2 G;canter;510 m/min;2 cm;0.34 m;R;6.4 º (R);-7 º (F);1560.15;
3354;1704.4;300 ms;3.4 G;canter;545 m/min;4 cm;2.73 m;R;3 º (R);11.3 º (B);1538.44;
3355;1704.88;480 ms;2.4 G;canter;546 m/min;9 cm;4.37 m;S;-0.2 º (L);12.6 º (B);1669.11;
3356;1705.35;470 ms;2.4 G;canter;572 m/min;10 cm;4.48 m;L;-10.3 º (L);13.4 º (B);1956.37;
3357;1705.92;570 ms;1.8 G;canter;563 m/min;10 cm;5.35 m;L;-7 º (L);17.2 º (B);1958.65;
3358;1706.45;530 ms;2.8 G;canter;555 m/min;8 cm;4.9 m;L;-4.5 º (L);20 º (B);1558.3;
3359;1706.92;470 ms;3.3 G;canter;524 m/min;12 cm;4.11 m;S;2.4 º (R);13.2 º (B);1688.4;
3360;1708.24;300 ms;2.4 G;canter;448 m/min;4 cm;2.24 m;R;6.9 º (R);8.6 º (B);1149.41;
3361;1708.64;400 ms;2.4 G;canter;455 m/min;5 cm;3.03 m;R;9.2 º (R);7.8 º (B);1317.08;
3362;1709.69;60 ms;5.3 G;canter;478 m/min;2 cm;0.48 m;L;-0.8 º (L);-22.2 º (F);1002.29;
3363;1709.99;300 ms;2.5 G;canter;466 m/min;2 cm;2.33 m;S;6.1 º (R);4.9 º (B);1502.09;
3364;1710.45;460 ms;2.5 G;canter;416 m/min;7 cm;3.19 m;R;24.1 º (R);2.3 º (B);1309.42;
3365;1710.92;470 ms;2.7 G;canter;438 m/min;10 cm;3.43 m;R;23.1 º (R);-0.2 º (F);1419.34;
3366;1711.4;480 ms;2.8 G;canter;473 m/min;10 cm;3.79 m;R;14.7 º (R);-3.8 º (F);1454.23;
3367;1711.93;530 ms;3.8 G;canter;519 m/min;10 cm;4.59 m;R;7.3 º (R);-4.9 º (F);1759.37;
3368;1712.45;520 ms;3.1 G;canter;580 m/min;10 cm;5.03 m;S;3.4 º (R);-5 º (F);2378.41;
3369;1712.94;490 ms;3.5 G;canter;627 m/min;10 cm;5.12 m;S;2.5 º (R);-4.8 º (F);2136.15;
3370;1713.49;550 ms;3.5 G;canter;649 m/min;9 cm;5.95 m;R;3.1 º (R);-7.4 º (F);2677.9;
3371;1714.02;530 ms;3.7 G;canter;652 m/min;11 cm;5.76 m;R;3.5 º (R);-8.4 º (F);2146.98;
3372;1714.51;490 ms;5.2 G;canter;651 m/min;9 cm;5.32 m;S;5.4 º (R);-9 º (F);3253.61;
3373;1715;490 ms;3.8 G;canter;636 m/min;10 cm;5.2 m;R;8.4 º (R);-6.6 º (F);2084;
3374;1715.57;570 ms;3.9 G;canter;644 m/min;16 cm;6.12 m;R;8.1 º (R);-5.7 º (F);3471.1;
3375;1716.1;530 ms;3.6 G;canter;635 m/min;14 cm;5.61 m;R;8.4 º (R);-5.9 º (F);3222.62;
3376;1716.65;550 ms;4.2 G;canter;574 m/min;11 cm;5.26 m;R;8.8 º (R);-4.3 º (F);2753.02;
3377;1717.13;480 ms;4.2 G;canter;603 m/min;10 cm;4.82 m;R;9.6 º (R);-8 º (F);2059.27;
3378;1717.66;530 ms;3.9 G;canter;593 m/min;14 cm;5.24 m;R;10.3 º (R);-6.5 º (F);3023.81;
3379;1718.2;540 ms;3.5 G;canter;622 m/min;12 cm;5.6 m;R;8.3 º (R);-7.1 º (F);3353.01;
3380;1718.69;490 ms;4 G;canter;627 m/min;10 cm;5.12 m;R;6.9 º (R);-8.4 º (F);2447.11;
3381;1719.22;530 ms;4.1 G;canter;621 m/min;13 cm;5.48 m;R;7.2 º (R);-6.5 º (F);2986.6;
3382;1719.78;560 ms;6.3 G;canter;614 m/min;14 cm;5.73 m;R;9.9 º (R);-6 º (F);3758.6;
3383;1720.28;500 ms;4 G;canter;584 m/min;11 cm;4.87 m;R;11 º (R);-5.2 º (F);2058.2;
3384;1720.79;510 ms;4.2 G;canter;632 m/min;13 cm;5.37 m;R;6.3 º (R);-6.3 º (F);2902.78;
3385;1721.33;540 ms;3.9 G;canter;628 m/min;13 cm;5.65 m;R;9.6 º (R);-5.8 º (F);3156.84;
3386;1721.87;540 ms;5.2 G;canter;587 m/min;16 cm;5.29 m;R;11.4 º (R);-5.9 º (F);3159.52;
3387;1722.42;550 ms;4.9 G;canter;578 m/min;16 cm;5.3 m;R;8.1 º (R);-6.4 º (F);2991.95;
3388;1722.94;520 ms;3.9 G;canter;533 m/min;15 cm;4.62 m;R;10.3 º (R);-5.8 º (F);2840.04;
3389;1723.5;560 ms;4.5 G;canter;411 m/min;16 cm;3.84 m;R;20.9 º (R);-3.8 º (F);2708.75;
3390;1723.98;480 ms;3.5 G;canter;368 m/min;13 cm;2.94 m;R;24.2 º (R);-5.9 º (F);1892.21;
3391;1724.41;430 ms;2.6 G;canter;376 m/min;11 cm;2.7 m;R;18.8 º (R);-1.2 º (F);1468.99;
3392;1724.81;400 ms;4.5 G;canter;420 m/min;9 cm;2.8 m;S;4.9 º (R);-0.1 º (F);1720.93;
3393;1726.28;280 ms;2.6 G;canter;461 m/min;1 cm;2.15 m;R;6.1 º (R);-19.1 º (F);817.85;
3394;1726.79;510 ms;1.4 G;canter;468 m/min;10 cm;3.98 m;R;4.4 º (R);-12.9 º (F);1599.86;
3395;1727.33;540 ms;3.5 G;canter;562 m/min;11 cm;5.06 m;S;2 º (R);-10.1 º (F);1968.31;
3396;1727.74;410 ms;3.1 G;canter;572 m/min;9 cm;3.91 m;S;0.4 º (R);-11.1 º (F);1542.29;
3397;1728.96;310 ms;2.1 G;canter;558 m/min;8 cm;2.88 m;R;9.9 º (R);-7.6 º (F);1134.92;
3398;1729.43;470 ms;2 G;canter;470 m/min;9 cm;3.68 m;R;20.5 º (R);-5.6 º (F);1554.37;
3399;1729.91;480 ms;2.9 G;canter;481 m/min;10 cm;3.85 m;R;21.6 º (R);-7.2 º (F);1437.01;
3400;1730.4;490 ms;3.1 G;canter;489 m/min;9 cm;3.99 m;R;16 º (R);-8.1 º (F);1580.72;
3401;1730.9;500 ms;3.5 G;canter;571 m/min;10 cm;4.76 m;R;8.4 º (R);-9.3 º (F);2024.15;
3402;1731.4;500 ms;3.3 G;canter;614 m/min;10 cm;5.11 m;R;5.7 º (R);-10 º (F);2106.42;
3403;1731.9;500 ms;3.9 G;canter;664 m/min;11 cm;5.53 m;R;5.2 º (R);-13.5 º (F);2236.55;
3404;1732.45;550 ms;4.5 G;canter;642 m/min;12 cm;5.89 m;R;4.4 º (R);-10 º (F);2893.41;
3405;1732.95;500 ms;4 G;canter;671 m/min;12 cm;5.6 m;S;5.6 º (R);-10 º (F);2819.22;
3406;1733.49;540 ms;8.7 G;canter;676 m/min;13 cm;6.09 m;S;4.5 º (R);-10.5 º (F);3446.96;
3407;1733.98;490 ms;6.7 G;canter;693 m/min;11 cm;5.66 m;R;4.5 º (R);-10.7 º (F);2922.86;
3408;1734.48;500 ms;7.8 G;canter;688 m/min;12 cm;5.73 m;S;2.7 º (R);-10.9 º (F);3024;
3409;1735.04;560 ms;7.5 G;canter;695 m/min;15 cm;6.49 m;S;2.6 º (R);-9.7 º (F);3604.2;
3410;1735.54;500 ms;6 G;canter;681 m/min;14 cm;5.68 m;S;4.3 º (R);-12.5 º (F);3709.35;
3411;1736.07;530 ms;5 G;canter;647 m/min;15 cm;5.72 m;R;4.5 º (R);-9.1 º (F);3428.77;
3412;1736.62;550 ms;5.4 G;canter;644 m/min;15 cm;5.9 m;R;3.9 º (R);-9.8 º (F);3174.57;
3413;1737.15;530 ms;4.8 G;canter;650 m/min;13 cm;5.74 m;S;1.2 º (R);-10.3 º (F);3068.49;
3414;1737.69;540 ms;5.2 G;canter;613 m/min;13 cm;5.51 m;S;3.8 º (R);-7.1 º (F);2707.78;
3415;1738.21;520 ms;4.1 G;canter;592 m/min;15 cm;5.13 m;R;8.3 º (R);-6.1 º (F);2916.33;
3416;1738.75;540 ms;3.4 G;canter;574 m/min;17 cm;5.17 m;R;5.6 º (R);-5.3 º (F);2652.75;
3417;1739.29;540 ms;6.7 G;canter;544 m/min;15 cm;4.89 m;S;2.8 º (R);-5.4 º (F);3052.86;
3418;1739.78;490 ms;4.9 G;canter;525 m/min;13 cm;4.29 m;R;5.8 º (R);-1 º (F);1941.33;
3419;1740.22;440 ms;3.2 G;canter;493 m/min;8 cm;3.61 m;R;3.5 º (R);1 º (B);1184.76;
3420;1741.48;270 ms;4.5 G;canter;441 m/min;5 cm;1.98 m;R;6.2 º (R);-3.6 º (F);2061.34;
3421;1742.05;570 ms;2.8 G;canter;404 m/min;6 cm;3.84 m;R;7.8 º (R);7 º (B);2080.12;
3422;1742.54;490 ms;2.9 G;canter;473 m/min;8 cm;3.86 m;R;10.2 º (R);1.3 º (B);1256.51;
3423;1743.07;530 ms;4.2 G;canter;475 m/min;10 cm;4.2 m;R;12.5 º (R);1.3 º (B);1756.96;
3424;1743.58;510 ms;3.5 G;canter;538 m/min;9 cm;4.57 m;R;9.4 º (R);-1 º (F);1773.99;
3425;1744.03;450 ms;3 G;canter;555 m/min;10 cm;4.16 m;R;11.9 º (R);-4.3 º (F);2165.7;
3426;1744.59;560 ms;3.6 G;canter;581 m/min;13 cm;5.42 m;R;12 º (R);-3.5 º (F);2625.98;
3427;1745.13;540 ms;2.9 G;canter;553 m/min;15 cm;4.98 m;R;10 º (R);-2.7 º (F);2489.42;
3428;1745.69;560 ms;4.1 G;canter;555 m/min;15 cm;5.18 m;R;9.9 º (R);-5 º (F);2761.29;
3429;1746.23;540 ms;3.5 G;canter;583 m/min;15 cm;5.24 m;R;8.3 º (R);-8.8 º (F);2607.6;
3430;1746.77;540 ms;3.2 G;canter;604 m/min;16 cm;5.43 m;S;3.4 º (R);-10.9 º (F);3256.81;
3431;1747.31;540 ms;6.2 G;canter;596 m/min;15 cm;5.36 m;S;3 º (R);-6.9 º (F);3178.25;
3432;1747.87;560 ms;4.2 G;canter;590 m/min;16 cm;5.51 m;R;5.8 º (R);-6.6 º (F);3590.88;
3433;1748.42;550 ms;6.3 G;canter;574 m/min;16 cm;5.27 m;R;7.9 º (R);-7.7 º (F);2156.53;
3434;1748.98;560 ms;4 G;canter;541 m/min;17 cm;5.05 m;R;5.9 º (R);-6.1 º (F);2959.88;
3435;1749.51;530 ms;3.6 G;canter;535 m/min;14 cm;4.72 m;R;3.6 º (R);-2.7 º (F);1970.26;
3436;1750.04;530 ms;4.4 G;canter;518 m/min;15 cm;4.58 m;R;4.5 º (R);-0.7 º (F);2667.09;
3437;1750.51;470 ms;2.4 G;canter;497 m/min;11 cm;3.89 m;R;6.1 º (R);1.4 º (B);1182.73;
3438;1750.98;470 ms;2.8 G;canter;471 m/min;10 cm;3.69 m;R;6.8 º (R);-0.4 º (F);2021.6;
3439;1752.23;310 ms;4.2 G;canter;425 m/min;6 cm;2.2 m;R;5.3 º (R);-2.9 º (F);1785.32;
3440;1752.75;520 ms;4.2 G;canter;424 m/min;10 cm;3.67 m;S;-1.2 º (L);6.3 º (B);1459.26;
3441;1753.31;560 ms;3 G;canter;426 m/min;13 cm;3.98 m;S;1 º (R);8.9 º (B);1893.16;
3442;1753.72;410 ms;2.7 G;canter;406 m/min;8 cm;2.78 m;R;2.4 º (R);6.5 º (B);1142.73;
3443;1754.91;1190 ms;3.4 G;canter;380 m/min;47 cm;7.53 m;S;1 º (R);14.8 º (B);4249.62;
3444;1755.27;360 ms;2 G;canter;343 m/min;2 cm;2.06 m;R;11.2 º (R);4.4 º (B);414.66;
3445;1755.87;600 ms;3.7 G;canter;302 m/min;11 cm;3.02 m;S;0.4 º (R);16.9 º (B);2062.86;
3446;1756.98;10 ms;0.3 G;canter;418 m/min;0 cm;0.07 m;L;-6.9 º (L);-29.4 º (F);13.36;
3447;1757.34;360 ms;2.2 G;canter;338 m/min;2 cm;2.03 m;S;6.2 º (R);-2 º (F);934.02;
3448;1757.84;500 ms;1.9 G;canter;329 m/min;7 cm;2.74 m;S;3 º (R);-4 º (F);555.06;
3449;1758.37;530 ms;2.5 G;canter;355 m/min;10 cm;3.14 m;S;-0.1 º (L);-10.8 º (F);408.11;
3450;1758.87;500 ms;2.2 G;canter;409 m/min;12 cm;3.41 m;S;1.4 º (R);-12.2 º (F);569.24;
3451;1759.4;530 ms;3.6 G;canter;449 m/min;13 cm;3.96 m;R;4 º (R);-7.2 º (F);1831.38;
3452;1759.9;500 ms;3.7 G;canter;471 m/min;14 cm;3.93 m;R;5.7 º (R);-2.3 º (F);2133.7;
3453;1760.37;470 ms;4.9 G;canter;508 m/min;12 cm;3.98 m;R;3.6 º (R);0.3 º (B);1743.77;
3454;1760.87;500 ms;4.8 G;canter;537 m/min;10 cm;4.48 m;S;0.1 º (R);2.5 º (B);3124.58;
3455;1761.59;720 ms;3.9 G;canter;582 m/min;14 cm;6.98 m;L;-5.7 º (L);0.2 º (B);3420.01;
3456;1761.95;360 ms;4.3 G;canter;574 m/min;5 cm;3.45 m;L;-7.8 º (L);-1.7 º (F);943.68;
3457;1762.43;480 ms;3.3 G;canter;574 m/min;10 cm;4.59 m;S;-2.2 º (L);-8.6 º (F);1811.42;
3458;1762.86;430 ms;5.1 G;canter;611 m/min;14 cm;4.38 m;S;-0.7 º (L);-5.4 º (F);3544.09;
3459;1763.49;630 ms;3.4 G;canter;632 m/min;9 cm;6.64 m;S;1.8 º (R);-3.4 º (F);2585.53;
3460;1763.93;440 ms;2.1 G;canter;584 m/min;5 cm;4.28 m;R;4.3 º (R);-9.1 º (F);885.17;
3461;1764.45;520 ms;6.5 G;canter;548 m/min;12 cm;4.75 m;R;3 º (R);-4.8 º (F);2781.54;
3462;1764.94;490 ms;9.7 G;canter;584 m/min;14 cm;4.77 m;S;0.5 º (R);-2.1 º (F);3673.59;
3463;1765.41;470 ms;6.6 G;canter;613 m/min;14 cm;4.8 m;S;3 º (R);2.1 º (B);3605.59;
3464;1765.93;520 ms;3.5 G;canter;630 m/min;7 cm;5.46 m;R;3.8 º (R);4.2 º (B);2951.16;
3465;1766.42;490 ms;2.4 G;canter;600 m/min;5 cm;4.9 m;R;3.2 º (R);0.4 º (B);1924.24;
3466;1766.97;550 ms;2.6 G;canter;585 m/min;9 cm;5.36 m;R;3.9 º (R);-4.1 º (F);1505.88;
3467;1767.5;530 ms;3.2 G;canter;585 m/min;9 cm;5.16 m;R;4.8 º (R);-11.3 º (F);1637.69;
3468;1768.05;550 ms;4.6 G;canter;548 m/min;13 cm;5.02 m;R;7 º (R);-13.3 º (F);2370.61;
3469;1768.64;590 ms;5.8 G;canter;570 m/min;16 cm;5.6 m;S;5.7 º (R);-12.9 º (F);4276.51;
3470;1769.13;490 ms;8 G;canter;569 m/min;13 cm;4.64 m;R;7.2 º (R);-14.8 º (F);2611.7;
3471;1769.66;530 ms;8.2 G;canter;585 m/min;15 cm;5.17 m;R;6.1 º (R);-10.7 º (F);3606.6;
3472;1770.15;490 ms;9 G;canter;573 m/min;14 cm;4.68 m;S;2.8 º (R);-4 º (F);4156.02;
3473;1770.6;450 ms;2.3 G;canter;562 m/min;10 cm;4.21 m;S;0.6 º (R);-0.2 º (F);2112.83;
3474;1771.21;610 ms;4.5 G;canter;565 m/min;6 cm;5.74 m;S;2.6 º (R);-3.8 º (F);2407.03;
3475;1771.67;460 ms;2.8 G;canter;619 m/min;6 cm;4.75 m;S;1 º (R);-11.2 º (F);1297.19;
3476;1772.16;490 ms;4.6 G;canter;655 m/min;12 cm;5.35 m;S;-2 º (L);-9.5 º (F);3775.33;
3477;1772.65;490 ms;6.5 G;canter;652 m/min;11 cm;5.32 m;S;-2.2 º (L);-4.5 º (F);3359.77;
3478;1773.11;460 ms;6.6 G;canter;640 m/min;12 cm;4.91 m;S;-0.4 º (L);2.2 º (B);5324.19;
3479;1773.59;480 ms;4 G;canter;634 m/min;10 cm;5.07 m;R;5.9 º (R);9 º (B);4232.16;
3480;1774.09;500 ms;2.6 G;canter;611 m/min;6 cm;5.09 m;R;12.8 º (R);5.9 º (B);1886.97;
3481;1774.7;610 ms;5.2 G;canter;552 m/min;12 cm;5.61 m;R;18.2 º (R);-2.4 º (F);2967.2;
3482;1775.14;440 ms;2.9 G;canter;497 m/min;7 cm;3.65 m;R;19.9 º (R);-6.4 º (F);1755.82;
3483;1775.69;550 ms;2.6 G;canter;449 m/min;9 cm;4.12 m;R;17.3 º (R);-6.7 º (F);1494.92;
3484;1776.15;460 ms;5.4 G;canter;510 m/min;10 cm;3.91 m;R;10.9 º (R);-12.8 º (F);2852.12;
3485;1776.69;540 ms;4 G;canter;512 m/min;15 cm;4.61 m;R;4.6 º (R);-9.4 º (F);3178.22;
3486;1777.22;530 ms;4.3 G;canter;571 m/min;13 cm;5.05 m;R;7.6 º (R);-10.6 º (F);3292.95;
3487;1777.7;480 ms;6.3 G;canter;574 m/min;11 cm;4.59 m;R;9.8 º (R);-8.9 º (F);2790.22;
3488;1778.2;500 ms;5.2 G;canter;576 m/min;12 cm;4.8 m;R;10.5 º (R);-8.4 º (F);3566.07;
3489;1778.78;580 ms;8.3 G;canter;552 m/min;17 cm;5.34 m;R;10.2 º (R);-4.4 º (F);3960.51;
3490;1779.3;520 ms;5.5 G;canter;518 m/min;12 cm;4.49 m;S;2.3 º (R);-5.9 º (F);3131.01;
3491;1779.81;510 ms;4.8 G;canter;587 m/min;12 cm;4.99 m;L;-9.4 º (L);-7.2 º (F);2616.09;
3492;1780.29;480 ms;5.1 G;canter;671 m/min;12 cm;5.37 m;L;-10.7 º (L);-7.4 º (F);2860.03;
3493;1780.78;490 ms;5.9 G;canter;703 m/min;11 cm;5.74 m;L;-10.4 º (L);-6.6 º (F);3054.31;
3494;1781.31;530 ms;3.8 G;canter;643 m/min;10 cm;5.68 m;S;1.4 º (R);-5.1 º (F);2870.67;
3495;1781.82;510 ms;4.6 G;canter;596 m/min;11 cm;5.06 m;R;9 º (R);-4.8 º (F);2552.04;
3496;1782.34;520 ms;5.5 G;canter;598 m/min;12 cm;5.18 m;R;5.4 º (R);-0.3 º (F);2846.83;
3497;1782.88;540 ms;5.2 G;canter;633 m/min;12 cm;5.7 m;S;0.5 º (R);0.9 º (B);3931.06;
3498;1783.38;500 ms;3.1 G;canter;618 m/min;10 cm;5.15 m;S;1.8 º (R);-2.4 º (F);2733.04;
3499;1783.92;540 ms;4.3 G;canter;599 m/min;9 cm;5.39 m;S;1.8 º (R);-4.7 º (F);2335.7;
3500;1784.44;520 ms;3.6 G;canter;601 m/min;11 cm;5.21 m;R;5.8 º (R);-7 º (F);2153.62;
3501;1784.96;520 ms;6.2 G;canter;596 m/min;13 cm;5.17 m;R;6.2 º (R);-5 º (F);3207.49;
3502;1785.49;530 ms;4.1 G;canter;598 m/min;11 cm;5.29 m;R;5 º (R);-3.5 º (F);2687.03;
3503;1785.97;480 ms;6 G;canter;633 m/min;12 cm;5.07 m;R;4.7 º (R);-6.4 º (F);2863;
3504;1786.49;520 ms;7.8 G;canter;595 m/min;14 cm;5.16 m;S;3.1 º (R);-0.1 º (F);4259.91;
3505;1787.01;520 ms;5 G;canter;602 m/min;10 cm;5.22 m;R;5.8 º (R);-3.2 º (F);1802.58;
3506;1787.59;580 ms;3.5 G;canter;602 m/min;18 cm;5.82 m;R;11.3 º (R);-10.1 º (F);3288.11;
3507;1788.14;550 ms;3.6 G;canter;540 m/min;16 cm;4.95 m;R;13.6 º (R);-12.6 º (F);2139.43;
3508;1788.65;510 ms;8.3 G;canter;513 m/min;16 cm;4.36 m;R;7.3 º (R);-9.8 º (F);2270.67;
3509;1789.21;560 ms;4.5 G;canter;502 m/min;15 cm;4.69 m;R;6 º (R);-6.4 º (F);2905.81;
3510;1789.75;540 ms;5.1 G;canter;557 m/min;15 cm;5.01 m;R;5.3 º (R);-9.3 º (F);2482.47;
3511;1790.22;470 ms;4.6 G;canter;548 m/min;10 cm;4.3 m;S;4.1 º (R);-8.8 º (F);2636.15;
3512;1790.78;560 ms;3.6 G;canter;555 m/min;9 cm;5.18 m;S;4.6 º (R);-3 º (F);2169.81;
3513;1791.32;540 ms;5.8 G;canter;562 m/min;14 cm;5.06 m;R;7.2 º (R);-3.6 º (F);3311.88;
3514;1791.94;620 ms;3.3 G;canter;563 m/min;13 cm;5.82 m;R;11.3 º (R);-3.7 º (F);2435.56;
3515;1792.35;410 ms;2.7 G;canter;500 m/min;8 cm;3.42 m;R;8.5 º (R);-7.4 º (F);863.16;
3516;1792.82;470 ms;2.8 G;canter;481 m/min;12 cm;3.77 m;R;5.3 º (R);-7.4 º (F);2226.71;
3517;1793.78;10 ms;-0.7 G;canter;526 m/min;0 cm;0.09 m;L;-1.7 º (L);-26.8 º (F);0;
3518;1794.13;350 ms;2.7 G;canter;453 m/min;3 cm;2.64 m;S;1.9 º (R);-1.4 º (F);1409.25;
3519;1794.58;450 ms;2.5 G;canter;387 m/min;9 cm;2.9 m;R;3.5 º (R);-4.6 º (F);1171.56;
3520;1795.16;580 ms;4.8 G;canter;370 m/min;19 cm;3.58 m;R;8 º (R);2 º (B);2208.93;
3521;1795.68;520 ms;4.2 G;canter;404 m/min;14 cm;3.5 m;R;5.6 º (R);-2.1 º (F);1709.13;
3522;1796.18;500 ms;3.4 G;canter;423 m/min;15 cm;3.52 m;R;2.9 º (R);-5.5 º (F);2031.17;
3523;1797.08;10 ms;1.9 G;canter;372 m/min;0 cm;0.06 m;R;6.4 º (R);-32 º (F);99.81;
3524;1797.45;370 ms;1.6 G;canter;427 m/min;8 cm;2.63 m;S;0.3 º (R);-20 º (F);571.79;
3525;1797.96;510 ms;1.7 G;canter;443 m/min;8 cm;3.76 m;R;7.4 º (R);-14 º (F);1056.62;
3526;1798.57;610 ms;5.6 G;canter;442 m/min;18 cm;4.49 m;R;3.4 º (R);-4.1 º (F);2046.44;
3527;1799.15;580 ms;3.3 G;canter;445 m/min;15 cm;4.3 m;S;-0.8 º (L);-3.4 º (F);1738.57;
3528;1799.7;550 ms;3.8 G;canter;457 m/min;11 cm;4.19 m;S;0.5 º (R);-2.4 º (F);1773.84;
3529;1800.2;500 ms;4.1 G;canter;458 m/min;13 cm;3.82 m;S;0.7 º (R);-4.8 º (F);1628.2;
3530;1801.25;120 ms;4.4 G;canter;424 m/min;8 cm;0.85 m;R;2.5 º (R);-26 º (F);1860.62;
3531;1801.63;380 ms;2.2 G;canter;410 m/min;5 cm;2.6 m;R;3.5 º (R);3.1 º (B);1543.2;
3532;1802.17;540 ms;2.7 G;canter;400 m/min;8 cm;3.6 m;L;-7.3 º (L);1.9 º (B);1733.47;
3533;1802.75;580 ms;4.2 G;canter;402 m/min;11 cm;3.89 m;L;-7.7 º (L);2.2 º (B);1935.75;
3534;1803.07;320 ms;5.4 G;canter;378 m/min;5 cm;2.01 m;L;-6.7 º (L);6 º (B);2066.63;
3535;1804.46;290 ms;1.4 G;canter;432 m/min;1 cm;2.09 m;R;6 º (R);-3.2 º (F);1269.11;
3536;1804.94;480 ms;2 G;canter;425 m/min;5 cm;3.4 m;R;12.8 º (R);-0.8 º (F);1453.68;
3537;1805.45;510 ms;3.4 G;canter;443 m/min;8 cm;3.77 m;R;15.8 º (R);-3.8 º (F);1450.37;
3538;1805.93;480 ms;3.9 G;canter;529 m/min;8 cm;4.24 m;R;9.2 º (R);-5.7 º (F);1662.17;
3539;1806.46;530 ms;3.1 G;canter;551 m/min;10 cm;4.87 m;R;6.1 º (R);-5.2 º (F);2002;
3540;1806.95;490 ms;4.2 G;canter;595 m/min;11 cm;4.86 m;R;8.7 º (R);-7.9 º (F);2034.66;
3541;1807.5;550 ms;3.8 G;canter;587 m/min;14 cm;5.38 m;R;13.3 º (R);-6.4 º (F);2453.1;
3542;1808;500 ms;4.1 G;canter;624 m/min;13 cm;5.2 m;R;15.8 º (R);-7.7 º (F);2521.56;
3543;1808.5;500 ms;4.7 G;canter;622 m/min;12 cm;5.19 m;R;15.7 º (R);-7.1 º (F);2414.64;
3544;1809.05;550 ms;5.5 G;canter;606 m/min;13 cm;5.55 m;R;15.3 º (R);-3.6 º (F);2647.32;
3545;1809.56;510 ms;4.6 G;canter;626 m/min;11 cm;5.32 m;R;11.4 º (R);-5.1 º (F);2680.95;
3546;1810.07;510 ms;4.2 G;canter;593 m/min;12 cm;5.04 m;R;8.1 º (R);-5.1 º (F);2229.66;
3547;1810.61;540 ms;4 G;canter;595 m/min;12 cm;5.35 m;R;7.4 º (R);-5.1 º (F);2419.92;
3548;1811.1;490 ms;4.4 G;canter;627 m/min;11 cm;5.12 m;R;11.5 º (R);-7.6 º (F);2768.82;
3549;1811.62;520 ms;3.6 G;canter;642 m/min;12 cm;5.57 m;R;13.6 º (R);-8 º (F);2700.87;
3550;1812.13;510 ms;4.7 G;canter;673 m/min;11 cm;5.72 m;R;14.8 º (R);-7.9 º (F);2634.04;
3551;1812.65;520 ms;4.5 G;canter;692 m/min;12 cm;6 m;R;10.1 º (R);-8.5 º (F);2511.32;
3552;1813.16;510 ms;4.5 G;canter;658 m/min;12 cm;5.59 m;R;9.4 º (R);-8.2 º (F);2682.63;
3553;1813.67;510 ms;4.2 G;canter;650 m/min;12 cm;5.53 m;R;7.9 º (R);-5.8 º (F);2458.28;
3554;1814.18;510 ms;4.4 G;canter;675 m/min;12 cm;5.74 m;R;9.3 º (R);-5.7 º (F);2966.27;
3555;1814.7;520 ms;5.8 G;canter;674 m/min;11 cm;5.85 m;R;9.7 º (R);-5.2 º (F);2921.87;
3556;1815.24;540 ms;4.6 G;canter;677 m/min;12 cm;6.09 m;R;12.1 º (R);-7 º (F);3298.54;
3557;1815.71;470 ms;4.2 G;canter;717 m/min;10 cm;5.62 m;R;11.9 º (R);-8.6 º (F);1994.17;
