Jump ID;ID;Type;Stride height (m);Jump height (m);Length (m);Strike power (G);Avg. speed (m/min);Lateral balance (°);Longitudinal balance (°);Max. take-off angle (°);Avg. energy kcal;BPM
18a;33;Jump;-;1.51;5.71;4.55;353;4.03 (R) ;undefined ;23.2;5.88;
;1;Stride;0.04;-;1.98;2.04;384;4.66 (R) ;-19.16 (F) ;;0.83;
;2;Stride;0.15;-;2.74;3.17;316;2.53 (R) ;-8.21 (F) ;;2.23;
;3;Stride;0.27;-;4.2;4.66;300;8.41 (R) ;-13.4 (F) ;;3.56;
;4;Stride;0.06;-;2.26;2.8;376;11.99 (R) ;-7.53 (F) ;;1.14;
;5;Stride;0.12;-;2.91;2.85;330;8.5 (R) ;-1.2 (F) ;;2.02;
;-5;Stride;0.27;-;4.2;4.66;300;8.41 (R) ;-13.4 (F) ;;3.56;
;-4;Stride;0.06;-;2.26;2.8;376;11.99 (R) ;-7.53 (F) ;;1.14;
;-3;Stride;0.12;-;2.91;2.85;330;8.5 (R) ;-1.2 (F) ;;2.02;
;-2;Stride;0.11;-;2.7;3.66;344;9.52 (R) ;-7.23 (F) ;;2.09;
;-1;Stride;0;-;0.04;1.73;269;10.95 (R) ;-32.2 (F) ;;0.09;
18b;34;Jump;-;1.59;4.69;3.58;299;4.75 (R) ;undefined ;23.05;4.21;
;1;Stride;0.05;-;2.7;1.86;306;7.95 (R) ;-9.4 (F) ;;1.28;
;2;Stride;0.02;-;2.52;1.18;369;14.48 (R) ;-8.9 (F) ;;0.91;
;3;Stride;0.08;-;3.53;1.56;372;4.36 (R) ;-4.77 (F) ;;1.51;
;4;Stride;0.08;-;3.28;3.51;379;3.63 (R) ;-3.13 (F) ;;3.1;
;-4;Stride;0.05;-;2.7;1.86;306;7.95 (R) ;-9.4 (F) ;;1.28;
;-3;Stride;0.02;-;2.52;1.18;369;14.48 (R) ;-8.9 (F) ;;0.91;
;-2;Stride;0.08;-;3.53;1.56;372;4.36 (R) ;-4.77 (F) ;;1.51;
;-1;Stride;0.08;-;3.28;3.51;379;3.63 (R) ;-3.13 (F) ;;3.1;
18c;35;Jump;-;1.54;5.55;6.15;317;3.93 (R) ;undefined ;33.53;4.58;
;1;Stride;0.01;-;0.49;2.32;419;0.96 (R) ;-20.41 (F) ;;0.72;
;2;Stride;0.06;-;4.72;2.38;393;9.83 (R) ;6.45 (B) ;;4.6;
;3;Stride;0.03;-;2.13;1.03;412;8.84 (R) ;-2.08 (F) ;;1.41;
;4;Stride;0.05;-;5.04;2.28;432;8.27 (R) ;4.94 (B) ;;3.05;
;5;Stride;0.08;-;3.71;2.36;463;6.33 (R) ;-0.06 (F) ;;2.34;
