rider,horse,time,distance,gait,speed,length,max_height,hand,lateral_balance,longitudinal_balance,jump_id
Sofia Sjöborg,Targa D,138.51000000000005,1172.459999999999,canter,568,5.49,0.12,S,-2.4,-10.4,NA
Sofia Sjöborg,Targa D,138.99000000000007,1177.3099999999988,canter,606,4.85,0.1,L,-4.2,-9.3,NA
Sofia Sjöborg,Targa D,139.50000000000006,1182.439999999999,canter,604,5.13,0.12,L,-4.5,-3.3,NA
Sofia Sjöborg,Targa D,139.89999999999992,1186.7499999999989,canter,646,4.31,0.1,L,-2,-1.3,NA
Sofia Sjöborg,Targa D,140.43000000000012,1192.179999999999,canter,614,5.43,0.08,S,-1.5,2.7,NA
Sofia Sjöborg,Targa D,140.93000000000012,1196.809999999999,canter,555,4.63,0.08,S,-1.3,-1.1,NA
Sofia Sjöborg,Targa D,141.53000000000003,1202.099999999999,canter,529,5.29,0.1,L,-1.5,-2.7,NA
Sofia Sjöborg,Targa D,142.06,1206.609999999999,canter,511,4.51,0.09,S,0.3,-8.5,NA
Sofia Sjöborg,Targa D,142.61999999999995,1211.619999999999,canter,537,5.01,0.16,S,2.9,-12.3,NA
Sofia Sjöborg,Targa D,143.18000000000012,1216.399999999999,canter,513,4.78,0.17,S,-0.6,-11.8,NA
Sofia Sjöborg,Targa D,143.6900000000001,1220.779999999999,canter,515,4.38,0.14,S,0.4,-11.7,NA
Sofia Sjöborg,Targa D,144.2000000000001,1225.299999999999,canter,532,4.52,0.13,S,2.4,-9.4,NA
Sofia Sjöborg,Targa D,144.7000000000001,1229.869999999999,canter,548,4.57,0.14,S,-1.7,-5.9,NA
Sofia Sjöborg,Targa D,145.1900000000001,1234.189999999999,canter,529,4.32,0.14,L,-6.5,-0.6,NA
Sofia Sjöborg,Targa D,145.72000000000008,1238.7499999999989,canter,516,4.56,0.1,L,-6.2,1.2,NA
Sofia Sjöborg,Targa D,146.27000000000004,1243.719999999999,canter,543,4.97,0.07,L,-3.8,-8,NA
Sofia Sjöborg,Targa D,146.81,1249.0499999999988,canter,592,5.33,0.14,L,-5.6,-10.1,NA
Sofia Sjöborg,Targa D,147.29000000000002,1254.0799999999988,canter,629,5.03,0.11,L,-5.5,-8.9,NA
Sofia Sjöborg,Targa D,147.72000000000008,1258.8999999999987,canter,672,4.82,0.11,S,-2.2,-7.8,NA
Sofia Sjöborg,Targa D,148.24000000000007,1264.0699999999988,canter,597,5.17,0.13,S,-1.7,3.5,NA
Sofia Sjöborg,Targa D,148.72000000000008,1268.2499999999989,canter,523,4.18,0.1,S,-0.8,6.7,NA
Sofia Sjöborg,Targa D,149.28000000000003,1272.949999999999,canter,503,4.7,0.08,S,6.1,3.5,NA
Sofia Sjöborg,Targa D,149.85999999999996,1277.2599999999989,canter,446,4.31,0.12,R,13.2,-3.2,NA
Sofia Sjöborg,Targa D,150.34999999999997,1280.3799999999987,canter,382,3.12,0.11,R,12.2,-4.2,NA
Sofia Sjöborg,Targa D,150.98000000000008,1284.1599999999987,canter,360,3.78,0.13,S,3.9,-5.1,NA
Sofia Sjöborg,Targa D,151.41000000000014,1287.2699999999986,canter,434,3.11,0.1,L,-2.3,-10,NA
Sofia Sjöborg,Targa D,151.97000000000008,1291.6999999999987,canter,474,4.43,0.17,S,0,-7.7,NA
Sofia Sjöborg,Targa D,152.47000000000008,1296.0199999999986,canter,519,4.32,0.09,S,2.1,-9.7,NA
Sofia Sjöborg,Targa D,153.00000000000006,1300.9299999999987,canter,555,4.91,0.14,R,4.6,-8.4,NA
Sofia Sjöborg,Targa D,153.53000000000003,1305.8499999999988,canter,557,4.92,0.13,R,6.7,-7.3,NA
Sofia Sjöborg,Targa D,154.02000000000004,1310.3899999999987,canter,555,4.54,0.11,R,7.3,-5.6,NA
Sofia Sjöborg,Targa D,154.56,1315.3299999999988,canter,549,4.94,0.15,R,6.4,-5.1,NA
Sofia Sjöborg,Targa D,155.10999999999996,1320.6899999999987,canter,585,5.36,0.16,S,-1.1,-6.7,NA
Sofia Sjöborg,Targa D,155.62999999999994,1325.6299999999987,canter,570,4.94,0.12,L,-6.8,-7.8,NA
Sofia Sjöborg,Targa D,156.11999999999995,1330.0099999999989,canter,536,4.38,0.11,L,-8,-4.6,NA
Sofia Sjöborg,Targa D,156.62999999999994,1334.659999999999,canter,547,4.65,0.13,L,-11.3,-3.4,NA
Sofia Sjöborg,Targa D,157.18000000000012,1339.639999999999,canter,543,4.98,0.12,L,-8.7,-3.9,NA
Sofia Sjöborg,Targa D,157.7000000000001,1344.519999999999,canter,563,4.88,0.12,S,-1.4,-6.7,NA
Sofia Sjöborg,Targa D,158.17000000000013,1348.999999999999,canter,572,4.48,0.1,R,4.1,-4.9,NA
Sofia Sjöborg,Targa D,158.73000000000008,1354.049999999999,canter,541,5.05,0.13,R,3.5,-0.3,NA
Sofia Sjöborg,Targa D,159.24000000000007,1358.569999999999,canter,531,4.52,0.13,S,1.4,-2.4,NA
Sofia Sjöborg,Targa D,159.81,1363.439999999999,canter,513,4.87,0.11,S,-0.5,-4.2,NA
Sofia Sjöborg,Targa D,160.3,1367.9999999999989,canter,558,4.56,0.09,S,0,-7.1,NA
Sofia Sjöborg,Targa D,160.85999999999996,1373.3499999999988,canter,573,5.35,0.14,S,2.2,-5,NA
Sofia Sjöborg,Targa D,161.37999999999994,1377.7899999999988,canter,513,4.44,0.11,R,4.4,-1.7,NA
Sofia Sjöborg,Targa D,161.86999999999995,1381.959999999999,canter,511,4.17,0.09,R,3,-2.4,NA
Sofia Sjöborg,Targa D,162.37999999999994,1386.129999999999,canter,490,4.17,0.13,S,0.7,1.7,NA
Sofia Sjöborg,Targa D,162.88999999999993,1390.359999999999,canter,498,4.23,0.13,S,-1.3,1.5,NA
Sofia Sjöborg,Targa D,163.47000000000008,1395.089999999999,canter,489,4.73,0.18,R,5.7,-1.5,NA
Sofia Sjöborg,Targa D,164.06,1399.489999999999,canter,447,4.4,0.17,R,8.4,-4.8,NA
Sofia Sjöborg,Targa D,164.58999999999997,1403.589999999999,canter,465,4.1,0.09,R,6,-11.1,NA
Sofia Sjöborg,Targa D,165.14999999999992,1408.229999999999,canter,497,4.64,0.17,S,0.1,-8.8,NA
Sofia Sjöborg,Targa D,165.7000000000001,1412.9399999999991,canter,514,4.71,0.15,L,-2.3,-8.3,NA
Sofia Sjöborg,Targa D,166.22000000000008,1417.3899999999992,canter,513,4.45,0.15,L,-3.7,-8.1,NA
Sofia Sjöborg,Targa D,166.76000000000005,1422.1099999999992,canter,525,4.72,0.13,L,-8.6,-5.6,NA
Sofia Sjöborg,Targa D,167.32,1427.1599999999992,canter,541,5.05,0.16,S,-4.6,-1.7,NA
Sofia Sjöborg,Targa D,167.77000000000004,1431.0999999999992,canter,525,3.94,0.08,R,3.1,-1.6,NA
Sofia Sjöborg,Targa D,168.34999999999997,1435.5699999999993,canter,463,4.47,0.18,S,0.5,5.4,NA
Sofia Sjöborg,Targa D,168.86999999999995,1439.3199999999993,canter,432,3.75,0.14,S,-2,5.6,NA
Sofia Sjöborg,Targa D,169.34999999999997,1442.5899999999992,canter,409,3.27,0.12,R,4.1,4.1,NA
Sofia Sjöborg,Targa D,169.78000000000003,1445.4799999999993,canter,403,2.89,0.07,S,-2.3,-4.9,NA
Sofia Sjöborg,Targa D,170.9614814814816,1451.8599999999994,Jump,324,6.38,1.76,NA,5.73,NA,9
Sofia Sjöborg,Targa D,171.24000000000007,1453.8099999999995,canter,417,1.95,0.03,S,-2.8,-6.6,NA
Sofia Sjöborg,Targa D,171.76000000000005,1457.1799999999994,canter,389,3.37,0.11,S,-3.4,-3.9,NA
Sofia Sjöborg,Targa D,172.32,1461.3599999999994,canter,447,4.18,0.18,R,3,-1.9,NA
Sofia Sjöborg,Targa D,172.91000000000014,1465.8299999999995,canter,455,4.47,0.18,R,7.3,0.1,NA
Sofia Sjöborg,Targa D,173.36999999999995,1469.2599999999995,canter,448,3.43,0.12,R,6.7,6.8,NA
Sofia Sjöborg,Targa D,173.79000000000002,1472.0099999999995,canter,393,2.75,0.1,R,6.3,3,NA
Sofia Sjöborg,Targa D,174.6992783505155,1476.4199999999996,Jump,291,4.41,1.48,NA,2.88,NA,10a
Sofia Sjöborg,Targa D,174.73000000000008,1476.5599999999997,canter,281,0.14,0.01,R,6.4,-30.3,NA
Sofia Sjöborg,Targa D,175.32999999999998,1479.9299999999996,canter,337,3.37,0.11,R,3.9,-14,NA
Sofia Sjöborg,Targa D,175.77000000000004,1482.6799999999996,canter,375,2.75,0.07,R,2.4,-5.6,NA
Sofia Sjöborg,Targa D,176.4500000000001,1486.8599999999997,canter,368,4.18,0.19,S,-0.1,-2.4,NA
Sofia Sjöborg,Targa D,176.85999999999996,1489.5999999999997,canter,401,2.74,0.07,L,-5,-1.6,NA
Sofia Sjöborg,Targa D,177.47000000000008,1493.9799999999998,canter,431,4.38,0.18,S,0.5,1,NA
Sofia Sjöborg,Targa D,178.04000000000002,1498.2199999999998,canter,446,4.24,0.14,S,2.8,1.4,NA
Sofia Sjöborg,Targa D,178.54000000000002,1501.6699999999998,canter,414,3.45,0.08,S,-0.4,-3,NA
Sofia Sjöborg,Targa D,179.61014925373144,1506.4499999999998,Jump,268,4.78,1.58,NA,3.86,NA,10b
Sofia Sjöborg,Targa D,179.9500000000001,1508.36,canter,338,1.91,0.02,S,-1.1,-6.2,NA
Sofia Sjöborg,Targa D,180.54000000000002,1511.2099999999998,canter,290,2.85,0.17,S,3.2,1.5,NA
Sofia Sjöborg,Targa D,181.10999999999996,1514.6799999999998,canter,365,3.47,0.15,R,6.3,1.8,NA
Sofia Sjöborg,Targa D,181.61999999999995,1518.0199999999998,canter,393,3.34,0.14,S,1.3,8.9,NA
Sofia Sjöborg,Targa D,182.06,1520.5499999999997,canter,345,2.53,0.11,S,-1.6,10,NA
Sofia Sjöborg,Targa D,183.10813278008305,1524.7599999999998,Jump,241,4.21,1.76,NA,2.74,NA,10c
Sofia Sjöborg,Targa D,183.32,1525.9299999999998,canter,333,1.17,0.05,L,-2.5,-20,NA
Sofia Sjöborg,Targa D,183.9600000000001,1529.32,canter,318,3.39,0.06,R,9.9,2.6,NA
Sofia Sjöborg,Targa D,184.4400000000001,1532.8799999999999,canter,445,3.56,0.03,R,9.6,-4.1,NA
Sofia Sjöborg,Targa D,184.88999999999993,1536.6599999999999,canter,504,3.78,0.06,R,9.7,-6.7,NA
Sofia Sjöborg,Targa D,185.39999999999992,1541.6,canter,581,4.94,0.09,R,12.9,-6.3,NA
Sofia Sjöborg,Targa D,185.89999999999992,1546.3799999999999,canter,574,4.78,0.1,R,14.3,-5.5,NA
Sofia Sjöborg,Targa D,186.38999999999993,1551.26,canter,597,4.88,0.11,R,17.9,-4.3,NA
Sofia Sjöborg,Targa D,186.92000000000013,1556.3799999999999,canter,580,5.12,0.12,R,15.7,-3.9,NA
Sofia Sjöborg,Targa D,187.43000000000012,1560.8899999999999,canter,531,4.51,0.12,R,9.9,-4.1,NA
Sofia Sjöborg,Targa D,187.9400000000001,1565.3,canter,519,4.41,0.11,R,15,-1.2,NA
Sofia Sjöborg,Targa D,188.4500000000001,1569.81,canter,531,4.51,0.12,R,12.8,-3.7,NA
Sofia Sjöborg,Targa D,188.99000000000007,1574.6399999999999,canter,537,4.83,0.13,R,4.7,-5,NA
Sofia Sjöborg,Targa D,189.49000000000007,1579.31,canter,560,4.67,0.11,S,4.4,-5,NA
Sofia Sjöborg,Targa D,190.01000000000005,1584.55,canter,604,5.24,0.12,R,7.6,-7,NA
Sofia Sjöborg,Targa D,190.52000000000004,1589.6699999999998,canter,602,5.12,0.12,R,9.1,-5.7,NA
Sofia Sjöborg,Targa D,191.05,1595.06,canter,611,5.39,0.12,R,12.6,-5.5,NA
Sofia Sjöborg,Targa D,191.54000000000002,1599.99,canter,603,4.93,0.12,R,11.4,-7.1,NA
Sofia Sjöborg,Targa D,192.07999999999998,1605.4,canter,601,5.41,0.13,R,7.4,-5.7,NA
Sofia Sjöborg,Targa D,192.57,1610.42,canter,615,5.02,0.12,R,8.5,-7.8,NA
Sofia Sjöborg,Targa D,193.11999999999995,1615.76,canter,583,5.34,0.13,R,11,-4.1,NA
Sofia Sjöborg,Targa D,193.60999999999996,1620.33,canter,559,4.57,0.12,R,9.9,-4.2,NA
Sofia Sjöborg,Targa D,194.14999999999992,1625.05,canter,524,4.72,0.11,R,8.8,-0.6,NA
Sofia Sjöborg,Targa D,194.6900000000001,1630.2,canter,572,5.15,0.12,R,8.6,-4.9,NA
Sofia Sjöborg,Targa D,195.14999999999992,1635.07,canter,636,4.87,0.1,R,8.7,-6.9,NA
Sofia Sjöborg,Targa D,195.7100000000001,1641.03,canter,639,5.96,0.15,R,12.2,-6.6,NA
Sofia Sjöborg,Targa D,196.2000000000001,1646.53,canter,674,5.5,0.12,R,10,-8.9,NA
Sofia Sjöborg,Targa D,196.74000000000007,1652.46,canter,659,5.93,0.13,R,8,-4.8,NA
Sofia Sjöborg,Targa D,197.26000000000005,1657.82,canter,619,5.36,0.12,R,8.3,-3.3,NA
Sofia Sjöborg,Targa D,197.74000000000007,1662.51,canter,587,4.69,0.09,R,11.9,-2.2,NA
Sofia Sjöborg,Targa D,198.29000000000002,1668.01,canter,600,5.5,0.12,R,13.8,-3.1,NA
Sofia Sjöborg,Targa D,198.77000000000004,1672.97,canter,620,4.96,0.13,R,12.8,-4.2,NA
Sofia Sjöborg,Targa D,199.31,1678.55,canter,620,5.58,0.12,R,12,-5.6,NA
Sofia Sjöborg,Targa D,199.83999999999997,1684.35,canter,656,5.8,0.13,R,15,-6.6,NA
Sofia Sjöborg,Targa D,200.33999999999997,1689.81,canter,655,5.46,0.14,R,13.8,-5.4,NA
Sofia Sjöborg,Targa D,200.85999999999996,1695.44,canter,650,5.63,0.14,R,15.6,-3.9,NA
Sofia Sjöborg,Targa D,201.38999999999993,1700.91,canter,619,5.47,0.13,R,18.9,-1.9,NA
Sofia Sjöborg,Targa D,201.88999999999993,1706.16,canter,630,5.25,0.13,R,18.6,-3.6,NA
Sofia Sjöborg,Targa D,202.38999999999993,1711.8500000000001,canter,683,5.69,0.12,R,15.3,-3.1,NA
Sofia Sjöborg,Targa D,202.88999999999993,1717.72,canter,704,5.87,0.1,R,14.2,-5.1,NA
Sofia Sjöborg,Targa D,203.38999999999993,1723.55,canter,700,5.83,0.12,R,11.5,-6.5,NA
Sofia Sjöborg,Targa D,203.89999999999992,1729.27,canter,673,5.72,0.12,R,12.3,-4.7,NA
Sofia Sjöborg,Targa D,204.41000000000014,1735.33,canter,712,6.06,0.11,R,14.2,-5.6,NA
Sofia Sjöborg,Targa D,204.91000000000014,1740.84,canter,661,5.51,0.12,R,15.7,-4.6,NA
Sofia Sjöborg,Targa D,205.39999999999992,1746.1799999999998,canter,653,5.34,0.12,R,11.2,-4.4,NA
Sofia Sjöborg,Targa D,205.98000000000008,1752.2099999999998,canter,624,6.03,0.14,R,10,-2.1,NA
Sofia Sjöborg,Targa D,206.4500000000001,1757.3199999999997,canter,652,5.11,0.13,R,14.4,-6.3,NA
Sofia Sjöborg,Targa D,206.98000000000008,1763.5199999999998,canter,701,6.2,0.14,R,17.1,-5.4,NA
Sofia Sjöborg,Targa D,207.48000000000008,1769.2999999999997,canter,693,5.78,0.14,R,17.2,-5.3,NA
Sofia Sjöborg,Targa D,208.01000000000005,1775.4699999999998,canter,699,6.17,0.14,R,17.9,-3.8,NA
Sofia Sjöborg,Targa D,208.51000000000005,1781.1499999999999,canter,681,5.68,0.12,R,18.2,-3.9,NA
Sofia Sjöborg,Targa D,209.02000000000004,1787.05,canter,694,5.9,0.11,R,14.6,-5.4,NA
Sofia Sjöborg,Targa D,209.53000000000003,1792.68,canter,662,5.63,0.12,R,13.8,-4.1,NA
Sofia Sjöborg,Targa D,210.03000000000003,1798.29,canter,674,5.61,0.14,R,11.5,-3.7,NA
Sofia Sjöborg,Targa D,210.55,1804.02,canter,661,5.73,0.13,R,11.4,-2.8,NA
Sofia Sjöborg,Targa D,211.07999999999998,1810.02,canter,680,6,0.14,R,11.8,-3.7,NA
Sofia Sjöborg,Targa D,211.57,1815.85,canter,714,5.83,0.12,R,12.7,-7.6,NA
Sofia Sjöborg,Targa D,212.06,1821.59,canter,703,5.74,0.12,R,13.3,-6.3,NA
Sofia Sjöborg,Targa D,212.59999999999997,1827.9399999999998,canter,705,6.35,0.14,R,13.4,-5,NA
Sofia Sjöborg,Targa D,213.07999999999998,1833.37,canter,678,5.43,0.13,R,13,-5.4,NA
Sofia Sjöborg,Targa D,213.60999999999996,1839.7299999999998,canter,720,6.36,0.15,R,15.1,-4.3,NA
Sofia Sjöborg,Targa D,214.14999999999992,1845.9299999999998,canter,689,6.2,0.15,R,12.4,-4.9,NA
Sofia Sjöborg,Targa D,214.68000000000012,1851.85,canter,670,5.92,0.13,R,11.6,-4.1,NA
Sofia Sjöborg,Targa D,215.17000000000013,1857.32,canter,670,5.47,0.12,R,12.4,-5.1,NA
Sofia Sjöborg,Targa D,215.73000000000008,1862.8999999999999,canter,597,5.58,0.16,R,14.5,-0.8,NA
Sofia Sjöborg,Targa D,216.24000000000007,1867.81,canter,578,4.91,0.15,R,14.3,-0.9,NA
Sofia Sjöborg,Targa D,216.79000000000002,1873.21,canter,589,5.4,0.16,R,17,-1.5,NA
Sofia Sjöborg,Targa D,217.32,1878.55,canter,604,5.34,0.15,R,18.8,-1.7,NA
Sofia Sjöborg,Targa D,217.83999999999997,1883.69,canter,593,5.14,0.16,R,22,-1.4,NA
Sofia Sjöborg,Targa D,218.32999999999998,1888.49,canter,588,4.8,0.12,R,18.6,-1.5,NA
Sofia Sjöborg,Targa D,218.88999999999993,1893.86,canter,575,5.37,0.15,R,13.3,-0.6,NA
Sofia Sjöborg,Targa D,219.37999999999994,1898.9599999999998,canter,625,5.1,0.1,R,5.8,-1.6,NA
Sofia Sjöborg,Targa D,219.89999999999992,1904.0299999999997,canter,585,5.07,0.13,R,4.7,-0.2,NA
Sofia Sjöborg,Targa D,220.8602294455066,1912.3999999999996,Jump,523,8.37,1.53,NA,5.75,NA,11
Sofia Sjöborg,Targa D,221.18000000000012,1915.2999999999997,canter,543,2.9,0.07,R,6.7,-14.6,NA
Sofia Sjöborg,Targa D,221.75000000000006,1920.1099999999997,canter,507,4.81,0.13,R,6.9,-6.6,NA
Sofia Sjöborg,Targa D,222.29000000000002,1924.8999999999996,canter,532,4.79,0.14,S,3.5,-7.7,NA
Sofia Sjöborg,Targa D,222.73000000000008,1929.1599999999996,canter,581,4.26,0.11,L,-4.1,-7.7,NA
Sofia Sjöborg,Targa D,223.34999999999997,1935.0799999999997,canter,572,5.92,0.18,L,-7.1,-5.7,NA
Sofia Sjöborg,Targa D,223.78000000000003,1939.4199999999996,canter,606,4.34,0.1,L,-6.6,-9,NA
Sofia Sjöborg,Targa D,224.37999999999994,1944.8699999999997,canter,545,5.45,0.18,L,-3.2,-4.9,NA
Sofia Sjöborg,Targa D,224.84999999999997,1948.9099999999996,canter,516,4.04,0.1,S,-1.6,-3.8,NA
Sofia Sjöborg,Targa D,225.50000000000006,1954.2099999999996,canter,489,5.3,0.22,S,0.4,0.3,NA
Sofia Sjöborg,Targa D,225.92000000000013,1957.6699999999996,canter,495,3.46,0.07,R,8.1,-2.6,NA
Sofia Sjöborg,Targa D,226.52000000000004,1962.5299999999995,canter,486,4.86,0.18,S,-1.4,-2.7,NA
Sofia Sjöborg,Targa D,227.06,1966.8499999999995,canter,479,4.32,0.16,S,0.1,-1.4,NA
Sofia Sjöborg,Targa D,227.64999999999992,1971.3999999999994,canter,463,4.55,0.18,L,-7.6,-1.4,NA
Sofia Sjöborg,Targa D,228.22000000000008,1975.2499999999993,canter,405,3.85,0.19,L,-5.7,7.6,NA
Sofia Sjöborg,Targa D,228.68000000000012,1978.2099999999994,canter,386,2.96,0.08,S,-2.4,-0.1,NA
Sofia Sjöborg,Targa D,229.14999999999992,1980.9899999999993,canter,355,2.78,0.12,S,-2,-2,NA
Sofia Sjöborg,Targa D,230.20971830985906,1987.2599999999993,Jump,355,6.27,1.59,NA,-7.21,NA,12a
Sofia Sjöborg,Targa D,230.50000000000006,1989.6099999999992,canter,486,2.35,0.1,L,-6.1,-12.7,NA
Sofia Sjöborg,Targa D,230.99000000000007,1993.2399999999993,canter,444,3.63,0.09,L,-6.4,-3.9,NA
Sofia Sjöborg,Targa D,231.4600000000001,1996.6599999999994,canter,437,3.42,0.11,S,-3.4,-6.3,NA
Sofia Sjöborg,Targa D,232.49128964059202,2004.7899999999995,Jump,473,8.13,1.59,NA,-0.26,NA,12b
Sofia Sjöborg,Targa D,232.75000000000006,2007.1299999999994,canter,539,2.34,0.09,R,6.6,-16.7,NA
Sofia Sjöborg,Targa D,233.25000000000006,2011.2799999999995,canter,498,4.15,0.1,S,-2.5,-5.7,NA
Sofia Sjöborg,Targa D,233.77000000000004,2016.0899999999995,canter,555,4.81,0.09,L,-5.8,-8,NA
Sofia Sjöborg,Targa D,234.3,2021.0599999999995,canter,562,4.97,0.11,L,-5.2,-9.3,NA
Sofia Sjöborg,Targa D,234.81,2026.5199999999995,canter,643,5.46,0.1,L,-2.8,-9.9,NA
Sofia Sjöborg,Targa D,235.26000000000005,2031.1399999999994,canter,616,4.62,0.09,S,-2.3,-9.9,NA
Sofia Sjöborg,Targa D,235.8,2036.9799999999993,canter,648,5.84,0.11,S,-2.4,-7.3,NA
Sofia Sjöborg,Targa D,236.3,2042.5099999999993,canter,663,5.53,0.11,L,-3,-9,NA
Sofia Sjöborg,Targa D,236.77000000000004,2047.9899999999993,canter,699,5.48,0.1,S,0.6,-9.3,NA
Sofia Sjöborg,Targa D,237.31,2053.9699999999993,canter,665,5.98,0.1,S,3.5,-5.5,NA
Sofia Sjöborg,Targa D,237.79000000000002,2059.359999999999,canter,674,5.39,0.11,R,5,-6.9,NA
Sofia Sjöborg,Targa D,238.29000000000002,2064.8699999999994,canter,661,5.51,0.1,R,4.2,-7.8,NA
Sofia Sjöborg,Targa D,238.79000000000002,2070.7399999999993,canter,704,5.87,0.1,R,4.3,-7.9,NA
Sofia Sjöborg,Targa D,239.3,2076.4899999999993,canter,677,5.75,0.11,S,2.7,-5.4,NA
Sofia Sjöborg,Targa D,239.82999999999998,2083.0099999999993,canter,738,6.52,0.11,S,2.6,-7.6,NA
Sofia Sjöborg,Targa D,240.29000000000002,2088.419999999999,canter,705,5.41,0.08,R,5.9,-8.8,NA
Sofia Sjöborg,Targa D,240.79000000000002,2094.439999999999,canter,723,6.02,0.1,S,4.2,-9.6,NA
Sofia Sjöborg,Targa D,241.31,2100.499999999999,canter,700,6.06,0.11,S,1.1,-6.6,NA
Sofia Sjöborg,Targa D,241.82999999999998,2106.859999999999,canter,734,6.36,0.11,S,-1,-7.9,NA
Sofia Sjöborg,Targa D,242.33999999999997,2112.959999999999,canter,717,6.1,0.13,S,2.6,-7.8,NA
Sofia Sjöborg,Targa D,242.86999999999995,2119.209999999999,canter,708,6.25,0.11,S,0.2,-6.8,NA
Sofia Sjöborg,Targa D,243.37999999999994,2125.099999999999,canter,693,5.89,0.11,S,-0.4,-6.6,NA
Sofia Sjöborg,Targa D,243.93000000000012,2131.159999999999,canter,661,6.06,0.14,S,3.5,-4.6,NA
Sofia Sjöborg,Targa D,244.4600000000001,2136.929999999999,canter,653,5.77,0.14,R,10.2,-1.7,NA
Sofia Sjöborg,Targa D,244.97000000000008,2142.249999999999,canter,626,5.32,0.14,R,16.1,-0.6,NA
Sofia Sjöborg,Targa D,245.47000000000008,2147.379999999999,canter,615,5.13,0.15,R,21.6,0.5,NA
Sofia Sjöborg,Targa D,245.9400000000001,2152.249999999999,canter,622,4.87,0.15,R,23.3,-2.8,NA
Sofia Sjöborg,Targa D,246.47000000000008,2157.579999999999,canter,603,5.33,0.18,R,18.5,1.2,NA
Sofia Sjöborg,Targa D,246.98000000000008,2162.749999999999,canter,608,5.17,0.13,R,21.6,4.3,NA
Sofia Sjöborg,Targa D,247.4500000000001,2167.2999999999993,canter,581,4.55,0.12,R,20.5,-3.3,NA
Sofia Sjöborg,Targa D,248.02000000000004,2172.879999999999,canter,587,5.58,0.12,R,10.8,-4.3,NA
Sofia Sjöborg,Targa D,248.47000000000008,2177.249999999999,canter,583,4.37,0.09,R,5.3,-3.6,NA
Sofia Sjöborg,Targa D,249.06,2183.149999999999,canter,600,5.9,0.17,R,8.1,-1,NA
Sofia Sjöborg,Targa D,249.58999999999997,2188.059999999999,canter,556,4.91,0.14,R,5.7,-3.6,NA
Sofia Sjöborg,Targa D,250.09999999999997,2192.669999999999,canter,542,4.61,0.11,S,1.3,-3.2,NA
Sofia Sjöborg,Targa D,250.64999999999992,2197.5499999999993,canter,532,4.88,0.13,L,-2.6,-4.5,NA
Sofia Sjöborg,Targa D,251.11999999999995,2201.519999999999,canter,507,3.97,0.11,L,-3.7,-3.1,NA
Sofia Sjöborg,Targa D,251.72000000000008,2206.849999999999,canter,533,5.33,0.18,S,-1.6,-1.6,NA
Sofia Sjöborg,Targa D,252.25000000000006,2211.579999999999,canter,536,4.73,0.17,S,-0.8,-1.5,NA
Sofia Sjöborg,Targa D,252.77000000000004,2215.909999999999,canter,500,4.33,0.15,S,-1.2,-2.2,NA
Sofia Sjöborg,Targa D,253.32999999999998,2220.1099999999988,canter,449,4.2,0.19,S,0.4,2.6,NA
Sofia Sjöborg,Targa D,253.83999999999997,2223.869999999999,canter,442,3.76,0.12,S,0.2,-3.1,NA
Sofia Sjöborg,Targa D,254.31,2227.269999999999,canter,434,3.4,0.09,S,-0.1,-4.1,NA
Sofia Sjöborg,Targa D,255.34040380047514,2234.499999999999,Jump,421,7.23,1.57,NA,3.28,NA,13
Sofia Sjöborg,Targa D,255.63999999999993,2237.0099999999993,canter,501,2.51,0.14,S,2,-14.8,NA
Sofia Sjöborg,Targa D,256.16000000000014,2241.3699999999994,canter,502,4.36,0.15,R,13.1,-4.4,NA
Sofia Sjöborg,Targa D,256.66000000000014,2245.6299999999997,canter,511,4.26,0.12,R,17.7,-4.1,NA
Sofia Sjöborg,Targa D,257.16000000000014,2250.1199999999994,canter,539,4.49,0.11,R,20.9,-4.6,NA
Sofia Sjöborg,Targa D,257.63999999999993,2254.5999999999995,canter,559,4.48,0.1,R,13.8,-6.3,NA
Sofia Sjöborg,Targa D,258.17000000000013,2259.6999999999994,canter,578,5.1,0.12,R,11,-5.3,NA
Sofia Sjöborg,Targa D,258.7100000000001,2264.879999999999,canter,575,5.18,0.13,R,10.1,-5.3,NA
Sofia Sjöborg,Targa D,259.2100000000001,2269.9499999999994,canter,608,5.07,0.12,R,7.7,-8.5,NA
Sofia Sjöborg,Targa D,259.74000000000007,2275.3499999999995,canter,611,5.4,0.14,R,8.3,-6.4,NA
Sofia Sjöborg,Targa D,260.26000000000005,2280.5999999999995,canter,606,5.25,0.14,R,7.8,-7,NA
Sofia Sjöborg,Targa D,260.78000000000003,2285.5599999999995,canter,573,4.96,0.14,R,7.6,-2.2,NA
Sofia Sjöborg,Targa D,261.31,2290.2799999999993,canter,534,4.72,0.17,R,6.6,-3.9,NA
Sofia Sjöborg,Targa D,261.85999999999996,2295.2799999999993,canter,546,5,0.16,R,5.3,-5.4,NA
Sofia Sjöborg,Targa D,262.38999999999993,2300.2199999999993,canter,559,4.94,0.16,R,5.3,-6.4,NA
Sofia Sjöborg,Targa D,262.9400000000001,2304.919999999999,canter,513,4.7,0.16,R,9.2,-3.4,NA
Sofia Sjöborg,Targa D,263.49000000000007,2309.439999999999,canter,493,4.52,0.17,R,10.2,-3.8,NA
Sofia Sjöborg,Targa D,264.04,2313.809999999999,canter,477,4.37,0.18,R,11.6,-3,NA
