rider,horse,time,distance,gait,speed,length,max_height,hand,lateral_balance,longitudinal_balance,jump_id
Sofia Sjöborg,Bryjamolga van het Marienshof Z,0.55,0.94,canter,103,0.94,0.07,R,6.5,4.4,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,1.0200000000000273,1.5,canter,71,0.56,0.06,R,12.1,-0.6,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,1.559999999999991,2.17,canter,74,0.67,0.05,R,5.4,8.8,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,2.020000000000027,3.3899999999999997,canter,159,1.22,0.04,R,3.4,12.5,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,2.7000000000000908,6.72,canter,294,3.33,0.06,S,-0.4,16.9,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,3.2200000000000726,10.55,canter,442,3.83,0.06,L,-10.7,9.6,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,3.660000000000127,14.23,canter,502,3.68,0.06,L,-10.5,6.9,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,4.220000000000073,19.32,canter,545,5.09,0.15,L,-10.6,9.3,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,4.770000000000027,24.72,canter,589,5.4,0.14,L,-10.7,5.6,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,5.290000000000009,29.64,canter,567,4.92,0.14,L,-7.2,3,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,5.849999999999954,34.77,canter,549,5.13,0.18,S,-1.2,1.5,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,6.379999999999927,39.190000000000005,canter,500,4.42,0.12,S,2.9,1.4,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,6.879999999999927,42.940000000000005,canter,450,3.75,0.08,S,0.1,-0.4,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,7.369999999999936,46.63,canter,451,3.69,0.09,R,1.8,-5.5,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,7.809999999999991,50.46,canter,522,3.83,0.11,S,0.5,-3.4,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,8.759815498154968,59.04,Jump,542,8.58,1.58,NA,-2.37,NA,1
Sofia Sjöborg,Bryjamolga van het Marienshof Z,9.04000000000001,61.29,canter,482,2.25,0.04,S,1.4,-1.1,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,9.579999999999973,65.45,canter,463,4.16,0.05,R,9.2,2.5,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,10.079999999999973,69.65,canter,504,4.2,0.07,R,8.2,0.8,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,10.599999999999955,74.27000000000001,canter,533,4.62,0.1,R,9.3,1.5,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,11.089999999999964,79.09,canter,590,4.82,0.09,R,4.1,1.7,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,11.609999999999946,84.41,canter,614,5.32,0.08,S,-0.2,2.6,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,12.109999999999946,89.86,canter,654,5.45,0.1,L,-2.5,1.4,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,12.650000000000137,95.72,canter,651,5.86,0.12,S,-1,0.4,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,13.150000000000137,101.17,canter,654,5.45,0.08,S,4.6,0.7,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,13.68000000000011,106.77,canter,634,5.6,0.13,R,6.1,-1.4,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,14.200000000000092,112.25999999999999,canter,634,5.49,0.1,R,5.6,-2.8,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,14.710000000000083,118.08999999999999,canter,686,5.83,0.11,R,4.8,-1.7,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,15.210000000000083,123.83999999999999,canter,690,5.75,0.1,R,7.7,-3.6,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,15.770000000000028,129.95,canter,655,6.11,0.13,R,9.9,-1.9,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,16.250000000000046,135.16,canter,651,5.21,0.1,R,6.6,-6.7,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,16.8,141.02,canter,640,5.86,0.16,R,6.3,-5.1,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,17.29000000000001,146.09,canter,620,5.07,0.12,R,10.3,-8.6,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,17.859999999999946,151.71,canter,592,5.62,0.16,R,7.2,-7.7,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,18.369999999999937,156.56,canter,571,4.85,0.12,R,3.7,-8.1,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,18.93000000000011,162.03,canter,586,5.47,0.15,R,5.7,-6.9,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,19.410000000000128,166.18,canter,519,4.15,0.08,R,7.2,-11.1,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,19.980000000000064,171.26000000000002,canter,535,5.08,0.19,R,4.7,-8.9,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,20.520000000000028,176.35000000000002,canter,566,5.09,0.16,R,3.2,-7.5,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,21.069999999999983,181.14000000000001,canter,523,4.79,0.12,R,4.8,-9,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,21.500000000000046,184.69000000000003,canter,496,3.55,0.09,R,1.5,-13.1,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,22.079999999999973,189.71000000000004,canter,519,5.02,0.17,S,0.1,-4.6,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,22.520000000000028,193.71000000000004,canter,545,4,0.1,S,-5.2,-5.7,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,23.56946619217074,203.54000000000005,Jump,562,9.83,1.67,NA,-5.61,NA,2
Sofia Sjöborg,Bryjamolga van het Marienshof Z,23.760000000000037,205.05000000000004,canter,476,1.51,0.06,L,-8.4,-17.9,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,24.319999999999983,209.81000000000003,canter,510,4.76,0.08,S,2.2,-2.6,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,24.8,214.04000000000002,canter,529,4.23,0.09,R,5.2,-5,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,25.329999999999973,218.97000000000003,canter,559,4.93,0.1,R,4.6,-2.2,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,25.839999999999964,224.14000000000001,canter,608,5.17,0.09,S,-1.3,-1.3,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,26.329999999999973,229.59,canter,668,5.45,0.08,L,-6.6,-0.4,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,26.849999999999955,235.57,canter,690,5.98,0.09,L,-8.2,-1.8,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,27.359999999999946,241.41,canter,687,5.84,0.1,S,-3.1,-5,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,27.859999999999946,246.7,canter,634,5.29,0.1,R,1.7,-4.7,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,28.410000000000128,252.72,canter,657,6.02,0.14,S,1.7,-4,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,28.900000000000137,258.3,canter,683,5.58,0.09,S,2.6,-4.3,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,29.43000000000011,264.17,canter,665,5.87,0.11,R,3.7,-3.8,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,29.980000000000064,270.02000000000004,canter,638,5.85,0.11,R,4.5,-2.9,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,30.500000000000046,275.97,canter,687,5.95,0.11,S,3,-2.9,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,30.970000000000073,281.18,canter,665,5.21,0.1,R,6,-4.6,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,31.480000000000064,286.87,canter,670,5.69,0.13,R,6.9,-3,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,32.030000000000015,292.68,canter,634,5.81,0.13,R,6.3,-2.6,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,32.520000000000024,297.90000000000003,canter,639,5.22,0.12,R,6.6,-2.3,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,33.020000000000024,303.12000000000006,canter,627,5.22,0.11,R,6.7,-1.1,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,33.530000000000015,308.50000000000006,canter,633,5.38,0.12,R,7.3,-0.9,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,34.08999999999996,314.45000000000005,canter,637,5.95,0.14,R,8.7,0.3,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,34.60999999999994,319.77000000000004,canter,614,5.32,0.13,R,12.3,0.3,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,35.160000000000124,325.74000000000007,canter,651,5.97,0.14,R,13.4,5.7,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,35.61999999999993,330.33000000000004,canter,599,4.59,0.08,R,12.3,0.7,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,36.150000000000134,335.32000000000005,canter,565,4.99,0.15,R,12,3.6,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,36.58999999999996,339.44000000000005,canter,562,4.12,0.1,R,13.8,1.9,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,37.61988505747131,348.40000000000003,Jump,522,8.96,1.67,NA,10.91,NA,3
Sofia Sjöborg,Bryjamolga van het Marienshof Z,37.920000000000115,350.51000000000005,canter,421,2.11,0.06,R,12.3,-2.3,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,38.400000000000134,354.26000000000005,canter,469,3.75,0.06,R,10.7,0.2,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,38.910000000000124,358.56000000000006,canter,505,4.3,0.09,R,5.8,2,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,39.430000000000106,363.46000000000004,canter,565,4.9,0.1,S,-1,3.9,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,39.9400000000001,368.75000000000006,canter,623,5.29,0.08,S,0,5.7,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,40.420000000000115,373.86000000000007,canter,638,5.11,0.08,R,5.4,5.4,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,40.9400000000001,379.5800000000001,canter,660,5.72,0.09,R,5.1,7.2,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,41.45000000000009,385.2900000000001,canter,671,5.71,0.1,R,4.7,5.6,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,41.98000000000006,391.30000000000007,canter,680,6.01,0.1,R,6.6,3.3,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,42.49000000000005,397.00000000000006,canter,670,5.7,0.09,R,4.7,0.6,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,42.99000000000005,402.74000000000007,canter,689,5.74,0.09,S,0.4,-1.8,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,43.49000000000005,408.77000000000004,canter,723,6.03,0.12,S,-1.1,0.4,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,43.99000000000005,414.84000000000003,canter,729,6.07,0.1,L,-3,-2.1,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,44.510000000000034,421.27000000000004,canter,742,6.43,0.11,S,0.3,1.5,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,45.00000000000004,427.16,canter,721,5.89,0.1,R,5.2,-0.6,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,45.530000000000015,433.38000000000005,canter,704,6.22,0.11,R,8.8,2.5,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,46.030000000000015,439.12000000000006,canter,689,5.74,0.11,R,9.5,1.7,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,46.56999999999998,445.3400000000001,canter,691,6.22,0.12,R,10.4,1.5,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,47.030000000000015,450.6400000000001,canter,692,5.3,0.1,R,9.3,-0.3,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,47.55999999999999,456.6900000000001,canter,685,6.05,0.12,R,7,1.5,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,48.05999999999999,462.1800000000001,canter,658,5.49,0.07,R,8.4,-2,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,48.58999999999996,467.5600000000001,canter,609,5.38,0.12,R,10.7,-6.8,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,49.11999999999993,472.5900000000001,canter,569,5.03,0.15,R,17.3,-3.6,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,49.670000000000115,477.3500000000001,canter,519,4.76,0.15,R,20.3,-4.8,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,50.1900000000001,481.2700000000001,canter,452,3.92,0.14,R,22.5,-8.7,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,50.72000000000007,484.9200000000001,canter,413,3.65,0.14,R,17.8,-9.2,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,51.20000000000009,488.05000000000007,canter,391,3.13,0.11,R,9.2,-8.3,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,51.73000000000006,491.4000000000001,canter,379,3.35,0.12,R,5.5,-5.1,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,52.1900000000001,494.6500000000001,canter,424,3.25,0.11,S,-1.7,-2.1,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,52.72000000000007,499.1000000000001,canter,504,4.45,0.1,L,-11.4,-3.3,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,53.23000000000006,503.8900000000001,canter,564,4.79,0.08,L,-18.6,-6.2,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,53.790000000000006,509.8500000000001,canter,638,5.96,0.15,L,-20.8,-6.8,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,54.3,515.7600000000001,canter,695,5.91,0.11,L,-18.9,-8.1,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,54.84999999999995,521.9000000000001,canter,670,6.14,0.12,L,-16.3,-6.8,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,55.400000000000134,528.21,canter,688,6.31,0.14,L,-10.8,-4.8,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,55.89000000000014,533.6600000000001,canter,667,5.45,0.12,S,-1.8,-1.8,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,56.400000000000134,538.6500000000001,canter,587,4.99,0.11,R,2.1,-5.9,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,56.910000000000124,543.7600000000001,canter,601,5.11,0.12,L,-1.8,-3.6,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,57.430000000000106,548.9500000000002,canter,599,5.19,0.1,S,0.2,-2.3,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,58.46972602739747,559.0700000000002,Jump,584,10.12,1.68,NA,1.92,NA,4
Sofia Sjöborg,Bryjamolga van het Marienshof Z,58.75000000000004,561.4300000000002,canter,507,2.36,0.01,S,3,2.2,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,59.23000000000006,565.6700000000002,canter,529,4.24,0.06,R,5.5,1.8,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,59.74000000000005,570.71000000000015,canter,593,5.04,0.11,S,-2.1,4.5,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,60.23000000000006,576.0000000000001,canter,648,5.29,0.09,L,-6.4,3.7,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,60.6900000000001,580.8700000000001,canter,636,4.87,0.07,S,-1,6.2,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,61.22000000000007,586.5600000000002,canter,645,5.69,0.09,R,4,10.1,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,61.75000000000004,592.3400000000001,canter,654,5.78,0.11,R,6.8,10.9,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,62.270000000000024,597.9500000000002,canter,647,5.61,0.11,R,7.1,8.1,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,62.770000000000024,603.3000000000002,canter,642,5.35,0.11,S,2.2,8,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,63.30999999999999,609.0100000000002,canter,634,5.71,0.12,R,4.3,6.8,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,63.83999999999996,614.5800000000003,canter,630,5.57,0.13,R,5.7,7.1,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,64.35999999999994,619.8900000000002,canter,613,5.31,0.14,S,2.6,6.8,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,64.91000000000012,625.2800000000002,canter,588,5.39,0.15,S,0.7,9.9,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,65.4300000000001,630.3400000000001,canter,584,5.06,0.12,S,2.1,12.8,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,65.92000000000012,635.1100000000001,canter,584,4.77,0.1,R,4.6,16.9,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,66.32999999999997,639.0700000000002,canter,579,3.96,0.06,R,9.4,16.3,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,67.31962432915911,648.2900000000002,Jump,559,9.22,1.62,NA,3.42,NA,5a
Sofia Sjöborg,Bryjamolga van het Marienshof Z,67.35999999999994,648.6300000000002,canter,510,0.34,0.02,R,6.4,-7,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,67.66000000000012,651.3600000000002,canter,545,2.73,0.04,R,3,11.3,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,68.14000000000014,655.7300000000002,canter,546,4.37,0.09,S,-0.2,12.6,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,68.60999999999994,660.2100000000003,canter,572,4.48,0.1,L,-10.3,13.4,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,69.1800000000001,665.5600000000003,canter,563,5.35,0.1,L,-7,17.2,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,69.71000000000008,670.4600000000003,canter,555,4.9,0.08,L,-4.5,20,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,70.1800000000001,674.5700000000003,canter,524,4.11,0.12,S,2.4,13.2,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,71.19951219512204,682.9300000000003,Jump,492,8.36,1.62,NA,1.08,NA,5b
Sofia Sjöborg,Bryjamolga van het Marienshof Z,71.50000000000004,685.1700000000003,canter,448,2.24,0.04,R,6.9,8.6,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,71.90000000000013,688.2000000000003,canter,455,3.03,0.05,R,9.2,7.8,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,72.8886214442014,695.7300000000002,Jump,457,7.53,1.63,NA,4.63,NA,5c
Sofia Sjöborg,Bryjamolga van het Marienshof Z,72.95000000000009,696.2100000000003,canter,478,0.48,0.02,L,-0.8,-22.2,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,73.25000000000004,698.5400000000003,canter,466,2.33,0.02,S,6.1,4.9,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,73.71000000000008,701.7300000000004,canter,416,3.19,0.07,R,24.1,2.3,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,74.1800000000001,705.1600000000003,canter,438,3.43,0.1,R,23.1,-0.2,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,74.66000000000012,708.9500000000003,canter,473,3.79,0.1,R,14.7,-3.8,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,75.1900000000001,713.5400000000003,canter,519,4.59,0.1,R,7.3,-4.9,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,75.71000000000008,718.5700000000003,canter,580,5.03,0.1,S,3.4,-5,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,76.20000000000009,723.6900000000003,canter,627,5.12,0.1,S,2.5,-4.8,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,76.75000000000004,729.6400000000003,canter,649,5.95,0.09,R,3.1,-7.4,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,77.28000000000002,735.4000000000003,canter,652,5.76,0.11,R,3.5,-8.4,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,77.77000000000002,740.7200000000004,canter,651,5.32,0.09,S,5.4,-9,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,78.26000000000003,745.9200000000004,canter,636,5.2,0.1,R,8.4,-6.6,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,78.82999999999997,752.0400000000004,canter,644,6.12,0.16,R,8.1,-5.7,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,79.35999999999994,757.6500000000004,canter,635,5.61,0.14,R,8.4,-5.9,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,79.91000000000012,762.9100000000004,canter,574,5.26,0.11,R,8.8,-4.3,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,80.39000000000014,767.7300000000005,canter,603,4.82,0.1,R,9.6,-8,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,80.92000000000012,772.9700000000005,canter,593,5.24,0.14,R,10.3,-6.5,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,81.46000000000008,778.5700000000005,canter,622,5.6,0.12,R,8.3,-7.1,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,81.95000000000009,783.6900000000005,canter,627,5.12,0.1,R,6.9,-8.4,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,82.48000000000006,789.1700000000005,canter,621,5.48,0.13,R,7.2,-6.5,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,83.04,794.9000000000005,canter,614,5.73,0.14,R,9.9,-6,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,83.54,799.7700000000006,canter,584,4.87,0.11,R,11,-5.2,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,84.05,805.1400000000006,canter,632,5.37,0.13,R,6.3,-6.3,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,84.58999999999996,810.7900000000005,canter,628,5.65,0.13,R,9.6,-5.8,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,85.12999999999992,816.0800000000005,canter,587,5.29,0.16,R,11.4,-5.9,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,85.6800000000001,821.3800000000005,canter,578,5.3,0.16,R,8.1,-6.4,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,86.20000000000009,826.0000000000005,canter,533,4.62,0.15,R,10.3,-5.8,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,86.76000000000003,829.8400000000005,canter,411,3.84,0.16,R,20.9,-3.8,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,87.24000000000005,832.7800000000005,canter,368,2.94,0.13,R,24.2,-5.9,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,87.67000000000012,835.4800000000006,canter,376,2.7,0.11,R,18.8,-1.2,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,88.06999999999998,838.2800000000005,canter,420,2.8,0.09,S,4.9,-0.1,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,89.25904109589037,846.9600000000005,Jump,438,8.68,1.78,NA,-1.78,NA,6a
Sofia Sjöborg,Bryjamolga van het Marienshof Z,89.54,849.1100000000005,canter,461,2.15,0.01,R,6.1,-19.1,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,90.05,853.0900000000005,canter,468,3.98,0.1,R,4.4,-12.9,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,90.58999999999996,858.1500000000004,canter,562,5.06,0.11,S,2,-10.1,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,91.00000000000004,862.0600000000004,canter,572,3.91,0.09,S,0.4,-11.1,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,91.90982658959551,869.9300000000004,Jump,519,7.87,1.46,NA,2.33,NA,6b
Sofia Sjöborg,Bryjamolga van het Marienshof Z,92.22000000000007,872.8100000000004,canter,558,2.88,0.08,R,9.9,-7.6,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,92.6900000000001,876.4900000000004,canter,470,3.68,0.09,R,20.5,-5.6,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,93.17000000000012,880.3400000000004,canter,481,3.85,0.1,R,21.6,-7.2,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,93.66000000000012,884.3300000000004,canter,489,3.99,0.09,R,16,-8.1,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,94.16000000000012,889.0900000000004,canter,571,4.76,0.1,R,8.4,-9.3,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,94.66000000000012,894.2000000000004,canter,614,5.11,0.1,R,5.7,-10,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,95.16000000000012,899.7300000000004,canter,664,5.53,0.11,R,5.2,-13.5,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,95.71000000000008,905.6200000000003,canter,642,5.89,0.12,R,4.4,-10,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,96.21000000000008,911.2200000000004,canter,671,5.6,0.12,S,5.6,-10,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,96.75000000000004,917.3100000000004,canter,676,6.09,0.13,S,4.5,-10.5,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,97.24000000000005,922.9700000000004,canter,693,5.66,0.11,R,4.5,-10.7,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,97.74000000000005,928.7000000000004,canter,688,5.73,0.12,S,2.7,-10.9,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,98.3,935.1900000000004,canter,695,6.49,0.15,S,2.6,-9.7,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,98.8,940.8700000000003,canter,681,5.68,0.14,S,4.3,-12.5,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,99.32999999999997,946.5900000000004,canter,647,5.72,0.15,R,4.5,-9.1,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,99.87999999999992,952.4900000000004,canter,644,5.9,0.15,R,3.9,-9.8,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,100.41000000000012,958.2300000000004,canter,650,5.74,0.13,S,1.2,-10.3,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,100.95000000000009,963.7400000000004,canter,613,5.51,0.13,S,3.8,-7.1,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,101.47000000000007,968.8700000000003,canter,592,5.13,0.15,R,8.3,-6.1,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,102.01000000000003,974.0400000000003,canter,574,5.17,0.17,R,5.6,-5.3,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,102.55,978.9300000000003,canter,544,4.89,0.15,S,2.8,-5.4,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,103.04,983.2200000000003,canter,525,4.29,0.13,R,5.8,-1,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,103.48000000000006,986.8300000000003,canter,493,3.61,0.08,R,3.5,1,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,104.47142857142858,993.7700000000003,Jump,420,6.94,1.61,NA,3.57,NA,7
Sofia Sjöborg,Bryjamolga van het Marienshof Z,104.74000000000005,995.7500000000003,canter,441,1.98,0.05,R,6.2,-3.6,NA
